username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,1.5555555559999998,185.9027778,328.05555560000005,0.8888888890000001,7.064814814,15.72222222,1.166666667,19.66666667,28.11111111,7.055555556,6.166666667,0.8888888890000001,0.4664398870000001,0.144671224,7.229000672000001,1.277777778,1.888888889,0.170461329,3.611111111,0.388333272,6.222222222,0.468123389,1.5555555559999998,0.161256953,3.722222222,0.348535569,0.333333333,0.030728531,1.611111111,0.150078317,1.166666667,0.10039143,1.888888889,0.191985484,6.5,0.5990053160000001,8.388888889,0.790990799,9.888888889,1.005097988,6.944444444,0.534652076,22.22222222,2.058801846,47.44444444,4.38954271,0.0,0.0,0.0,0.0,9.9,7.0,2
102602012,0.333333333,0.972222222,1.722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
103602527,2.166666667,172.8703704,465.1666667,0.7222222220000001,11.25925926,14.83333333,1.388888889,103.3842593,220.5,4.944444444,2.055555556,2.888888889,0.216346957,0.45031971,7.427552185,1.777777778,2.777777778,0.406935608,3.888888889,0.502006084,1.4444444440000002,0.157109655,18.55555556,2.543359467,2.611111111,0.32452713,2.5,0.26056648,0.666666667,0.062123257,0.055555556,0.002923977,21.05555556,2.803925947,3.333333333,0.389574363,24.38888889,3.19350031,9.444444444,1.222708481,1.4444444440000002,0.157109655,33.38888889,4.519389821,68.66666667,9.092708266,0.0,0.0,0.0,0.0,9.488888889,7.777777778,1
104602001,1.944444444,104.387963,262.5,0.5,5.305555556,7.777777778,1.111111111,23.95833333,32.94444444,5.055555556,2.888888889,2.166666667,0.371484313,0.295182354,6.1604650639999985,1.4444444440000002,3.0555555560000003,0.436492453,3.277777778,0.478265293,2.777777778,0.345599087,0.611111111,0.12384403,3.5555555560000003,0.585153775,0.333333333,0.056695157,1.0555555559999998,0.148552937,0.5,0.036497319,0.944444444,0.180539187,5.1111111110000005,0.7702040309999999,6.055555556,0.950743218,13.5,2.265920352,3.0555555560000003,0.366913521,22.05555556,3.4985445310000003,44.66666667,7.082121622000001,1.777777778,0.833333333,0.5555555560000001,0.8888888890000001,9.555555556,8.333333332999999,1
104602002,1.611111111,85.22685186,248.1111111,0.5,4.833333333,11.66666667,1.166666667,12.5,30.55555556,5.055555556,2.111111111,2.944444444,0.226430976,0.329124579,4.526526539,0.833333333,3.0,0.307641895,4.055555556,0.474867725,1.888888889,0.2122114,1.888888889,0.211706349,0.7777777779999999,0.137271525,0.5,0.039021164,0.833333333,0.145117845,0.166666667,0.023989899,2.388888889,0.250727513,1.777777778,0.306379269,4.166666667,0.5571067820000001,11.72222222,1.6778258780000002,1.888888889,0.2122114,18.44444444,2.418981482,36.22222222,4.866125541000001,2.166666667,1.277777778,0.833333333,1.5,9.588888889,6.722222222,2
104602003,2.0,136.15277780000002,338.05555560000005,0.444444444,4.944444444,10.5,1.277777778,38.02777778,73.83333333,3.944444444,3.0,0.944444444,0.508501684,0.158164983,4.419312305,1.333333333,2.833333333,0.516329966,3.0,0.509890572,2.611111111,0.442718855,13.77777778,2.517971381,14.16666667,3.210227273,0.611111111,0.095286195,2.388888889,0.5985269360000001,0.444444444,0.070791246,14.38888889,2.613257576,17.0,3.879545455,31.38888889,6.49280303,18.27777778,3.71300505,2.833333333,0.477861953,49.5,9.985143097,102.0,20.66881313,2.222222222,1.166666667,0.833333333,1.166666667,9.522222222,6.555555556,1
104602005,1.611111111,135.89814819999998,287.55555560000005,0.7222222220000001,11.91666667,19.44444444,0.7222222220000001,36.30555556,39.66666667,2.611111111,1.277777778,1.333333333,0.26792328,0.343187831,4.882317203,1.944444444,1.666666667,0.368121693,2.222222222,0.537433862,1.166666667,0.23452381,2.944444444,0.570238095,3.333333333,0.7335317459999999,0.333333333,0.051587302,1.277777778,0.310119048,0.111111111,0.016203704,3.277777778,0.6218253970000001,4.722222222,1.059854497,8.0,1.681679894,10.61111111,2.810251323,1.166666667,0.23452381,18.61111111,4.443187831,38.38888889,9.169642857000001,5.555555556,1.611111111,1.0555555559999998,1.888888889,9.766666667,8.333333332999999,2
104602006,1.5,66.73611111,174.88888889999996,0.111111111,2.361111111,4.722222222,0.7222222220000001,14.11111111,28.05555556,2.388888889,1.222222222,1.166666667,0.196494709,0.19239418,3.355015247,0.833333333,1.611111111,0.263293651,2.222222222,0.369378307,1.0,0.12473545,5.555555556,0.699140212,3.666666667,0.445238095,0.0,0.0,1.0,0.159391534,0.055555556,0.00462963,5.555555556,0.699140212,4.722222222,0.609259259,10.27777778,1.308399471,8.444444444,1.45734127,1.0,0.12473545,19.0,2.769642857,38.72222222,5.660119047999999,3.666666667,1.166666667,1.0,1.5,9.811111111,6.333333333,2
104602007,2.333333333,178.1259259,594.3888889,0.944444444,4.927777778,16.33333333,1.888888889,46.61759259,108.8888889,7.611111111,5.5,2.111111111,0.522624538,0.25515324,7.223243523,1.5555555559999998,3.666666667,0.444491398,5.722222222,0.5948179889999999,3.944444444,0.361144804,33.22222222,3.859364022,7.277777778,0.6873038779999999,0.8888888890000001,0.090668319,3.388888889,0.338365629,1.0555555559999998,0.091811253,34.11111111,3.950032342,11.72222222,1.11748076,45.83333333,5.067513102,25.38888889,2.323195215,4.0,0.370404063,71.11111111,7.370135962999999,146.33333330000005,15.13124834,2.777777778,1.388888889,1.111111111,1.666666667,9.666666667000001,9.777777777999999,3
104602008,1.777777778,45.31851852,163.72222219999998,0.055555556,4.6111111110000005,4.6111111110000005,1.222222222,6.477777777999999,16.55555556,5.0,4.666666667,0.333333333,0.468001089,0.031998911,5.015335119,1.888888889,1.111111111,0.118188377,2.888888889,0.295238505,4.388888889,0.445332148,0.27777777800000003,0.02345679,1.5555555559999998,0.159061939,0.222222222,0.019753086,0.7777777779999999,0.107548351,0.5555555560000001,0.065724496,0.5,0.043209877,2.888888889,0.332334786,3.388888889,0.375544662,7.333333333,0.739456007,4.6111111110000005,0.480663532,13.94444444,1.422699996,29.27777778,3.018364198,2.277777778,0.944444444,0.5555555560000001,1.0,9.877777777999999,9.055555556,2
