username,incomplete_rate,forum_num_days,qz_mean,watched_time_hour,video_stop_backward_seek_sum,seek_video_avg,active_num_days,video_avg_count,final_score
Y1050274,0.450966990856,0.391039197915,0.219775940486,-0.504545789813,-0.37797523542,0.0158257273226,-0.241207955795,-0.330277184104,80.0
Y1050275,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,20.0
Y1050276,-0.809449974044,0.197806839043,0.780409594196,-0.236485694114,-0.131087955648,-0.0912783309036,0.245160095199,0.432774342509,40.0
Y1050277,-0.807525832378,0.128316863615,-1.3186689756,-0.725326669208,0.774545340657,-0.509970483888,-0.371673849858,0.843802753845,10.0
Y1050278,1.68785634905,0.316454851436,-1.57495359821,-1.03908847933,0.288063745443,-0.28052309226,-0.0114852626658,-0.108183827545,54.0
Y1050279,1.24693290534,-0.0308941370125,0.264579551315,0.283326173936,-0.980278699903,-0.184828267914,0.319751949704,0.783217775169,70.0
Y1050280,-1.40609085413,0.105519620303,-0.178154551287,-0.124094066292,0.0599294028617,0.306433383843,0.35181682807,0.289904049505,10.0
Y1050281,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050282,-1.58767865137,-0.0274637260968,-0.163213738865,-0.139604523722,0.474505254932,0.175046145555,-0.00723333435788,-0.283583650911,10.0
Y1050283,-0.0307279818275,-0.169898038309,-0.15572401142,0.319157263889,-0.296561312587,0.20707404333,-0.518310088981,0.0293020255966,20.0
Y1050284,1.39448732775,0.262786752331,-1.42900644002,-1.3046957998,0.974337603183,0.245906251145,-0.111041758429,-0.234643728515,30.0
Y1050285,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,0.0
Y1050286,-0.19147062653,0.388363075226,0.951449657502,-0.262938375092,-0.629713150823,0.581713406211,0.578221345131,0.25478668114,72.0
Y1050287,1.10423093309,0.0203926016352,0.602176952759,0.0624193317741,-0.499565057916,0.758164802082,-0.545550377608,-0.619468678387,50.0
Y1050288,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,0.0
Y1050289,1.29749394259,0.956307572939,0.572118450456,-0.868040124236,-1.18034216565,1.41575051861,-0.269985918146,-0.0920773254249,60.0
Y1050290,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,0.0
Y1050291,0.255071354874,0.573541538453,0.903379658961,-0.735086913089,-0.393070210926,0.0764290502521,-0.389293546763,0.571535594035,40.0
Y1050292,2.71866060307,0.571969815474,-1.94400687002,-1.73059024986,0.645278033478,0.122892593155,-0.610819445365,-0.175809012854,50.0
Y1050293,1.71408741338,0.0789734219179,0.572875323044,0.22662073693,-1.30057407445,-1.82274765976,-1.03794523839,0.755787141189,80.0
Y1050294,-0.696183352207,0.245911900651,0.499672131476,0.0467733645511,-0.685396274269,-0.0553504059579,0.0286531935788,-0.288366265301,40.0
Y1050295,3.23057049957,0.487032929416,-1.47657794072,-0.796477832819,-0.972918906123,-1.17706066708,0.35588432714,-0.0293560574091,30.0
Y1050296,0.760888246591,0.134318306223,-0.305805297059,-0.828607689829,0.669359937865,0.152689467417,0.0471919680434,-0.676697656378,20.0
Y1050297,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050298,-1.23337992281,-0.1376723258,-0.184142010195,0.226347400145,-0.0811965940213,-1.0065290585,0.275868116964,-0.0469672546466,10.0
Y1050299,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050300,-0.0204854178876,-0.0516450472694,-0.707626366699,-0.663198421431,0.981123636159,-0.214868276314,-0.0552507514161,-0.572137064814,10.0
Y1050301,-2.08881862448,-0.0595379782001,0.108754796391,0.209015803611,0.062674668031,-0.0169161010052,0.233574894481,-0.0339926573523,10.0
Y1050302,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050303,1.62442596543,-1.18288763798,-0.565251192244,0.646159512184,0.976903835898,-1.19245983762,-0.279050588963,-0.0288801230279,20.0
Y1050304,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050305,-0.0250729268601,0.236950450164,-0.303185917102,-0.531901013875,0.128727458698,0.454797998712,0.226553693553,-0.175661290766,20.0
Y1050306,0.635202223903,0.125684784438,-1.19783952565,-0.563866447765,0.160033640071,-0.11430244948,0.800503964016,0.254133564597,10.0
Y1050307,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050308,2.30610618321,-1.14641786737,-0.903112702423,0.334530461321,1.32879353587,0.764361605927,1.02982274551,-0.349749206683,10.0
Y1050309,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,0.0
Y1050310,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050311,2.0057806184,0.212196483278,-0.871756117123,-0.936986722117,0.330775698238,0.54730872449,0.957350494551,-0.619496254783,20.0
Y1050312,-1.25924361071,0.157662035744,-0.97373395883,-0.761188683637,0.960733959377,0.395665970084,-0.269600308908,0.604601204365,10.0
Y1050313,-0.288325602026,0.179225128246,0.0567621273211,-0.284512450415,-0.0665414647294,0.485077395522,0.369998644768,-0.424058267674,30.0
Y1050314,-2.01937012425,0.128377358828,0.256458488053,0.144856857415,-0.249464746158,0.0769946691562,-0.181547374178,0.0159716540527,30.0
Y1050315,0.0558558259404,0.0959793477658,-0.109100587971,-0.928265608022,1.04905782721,-0.476320339496,-0.541605188712,-0.0782711783837,20.0
Y1050316,-0.557999545759,0.117177748147,-0.0783637732958,-0.0862171929104,-0.286882553737,-0.641222245223,0.101800325109,0.111028041027,10.0
Y1050317,2.10407959742,-0.98710271405,0.585079478922,1.01446966346,0.0183747052365,1.23073877238,-0.43126655534,0.517961850381,55.0
Y1050318,2.44328608919,-0.744404373355,0.285336170808,0.874431456186,-0.459079997474,0.135766679358,-0.0128698102739,-0.803510040763,40.0
Y1050319,-0.578640804183,0.657320914831,0.183066193137,0.0760854712152,-1.74903633943,-0.405150013924,-0.572183718403,0.572221666838,76.0
Y1050320,0.832277727772,-0.679112723496,-0.744056494103,0.517486358421,0.169701907849,0.0671607821051,1.8122450114,0.275974042087,10.0
Y1050321,-1.45341274503,0.658194842677,0.601674119323,0.0156794366631,-1.3237857072,0.547193259567,-0.799352454999,0.209721207694,20.0
Y1050322,3.74253369988,11.3238559632,-0.0687852876806,6.46243014523,3.00055534441,-0.177448703852,0.0752606228199,0.0461758232061,99.0
Y1050323,2.74399936098,0.278687783427,-0.325889746529,0.36439124643,-2.18792312845,-0.198521255089,0.405453598344,0.44168440963,88.0
Y1050324,4.34291736355,0.183450727563,7.72834125757,-3.4119626733,3.79768401075,-0.882455986181,0.664508743741,1.77339045795,30.0
Y1050325,1.49336963857,0.237131627409,-0.142877752624,-0.898885710954,0.337748241166,-0.895166203678,-0.711871985375,-0.795803207852,20.0
Y1050326,0.727842724792,0.088191136977,0.00803240030492,-0.409280115224,-0.0205887105486,-1.39905466518,-0.268267510397,-0.3477292764,20.0
Y1050327,-0.57007100839,-1.08075643022,0.201973903187,1.07520312442,0.687475933101,0.327412851197,-0.115872860213,0.248163505681,0.0
Y1050328,3.1070875948,0.368585474309,4.42518364656,-1.48023770499,0.610643747518,-0.539831095712,0.323882073768,-0.280629397827,71.0
Y1050329,2.31386025831,0.511398478915,0.291746454708,-1.71689651641,0.967378150721,0.795396844946,-0.447269589249,-0.675037349108,20.0
Y1050330,1.0591787834,-0.391396855166,-1.42899931039,0.212766970939,-0.127848597204,-1.30132885178,0.332199617437,1.15049236934,10.0
Y1050331,1.73685137824,-0.153413299261,-0.265468936305,-0.650471725998,0.645172353012,-1.85077020441,0.0688075022401,-0.800316388251,10.0
Y1050332,3.05109514865,-1.85164200685,0.344770691615,1.9715349438,0.141210530872,-0.665389485602,-1.13871272713,-0.146079963426,40.0
Y1050333,-0.950820737541,0.193324520959,-1.04953264951,-0.720582616201,0.725402610647,0.540903869457,0.0719111533,0.651568817746,10.0
Y1050334,-2.08881862448,-0.0595379782001,0.108754796391,0.209015803611,0.062674668031,-0.0169161010052,0.233574894481,-0.0339926573523,20.0
Y1050335,0.202843162997,0.118012459023,-1.28078696835,-1.33521710882,1.69078195075,0.400462971764,-0.559143477487,-0.280328302497,10.0
Y1050336,-1.27788897925,0.576707215205,0.498053197816,0.0722320953051,-1.29635185717,0.620593158361,-0.312332962583,0.217431225795,50.0
Y1050337,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050338,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,10.0
Y1050339,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,20.0
Y1050340,0.63793359041,-0.15587393632,-0.907555297739,-0.364362500175,0.402553256246,-1.61643926456,0.389327769854,-0.0440536661949,10.0
Y1050341,-1.64206520477,0.481589014727,0.486602242233,0.0587385769137,-0.965678720183,0.390460396097,-0.593417428059,0.145138023147,20.0
Y1050342,-1.14555632577,0.82349116155,0.684114181841,-0.00627989764157,-1.72786026703,0.766748216346,-0.796100240222,0.288923265382,50.0
Y1050343,-2.20802258399,-0.0482284691223,0.141386610963,0.187915997665,0.108642240854,-0.079738194314,0.0243876527626,-0.0486115304942,0.0
