username,active_num_days,active_sum_count,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,pause_video_sum,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_backward_seek_sum,video_stop_backward_seek_sum,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
104602009,0.333333333,120.16666670000001,6.8611111110000005,9.055555556,0.111111111,2.0,0.27777777800000003,0.222222222,0.055555556,0.092592593,1.320328132,0.444444444,0.166666667,0.27777777800000003,0.166666667,0.064814815,0.8888888890000001,0.351851852,0.111111111,0.037037037,0.0,0.0,0.0,0.8888888890000001,0.351851852,0.111111111,0.037037037,1.0,0.38888888899999996,0.7222222220000001,0.287037037,0.166666667,0.064814815,0.759259259,3.833333333,1.5,2.611111111,1.0555555559999998,0.666666667,1.166666667,9.777777777999999,9.444444444,2
104602010,1.5555555559999998,414.5,6.805555556,8.888888889,0.8888888890000001,57.52314815,5.3888888889999995,1.5555555559999998,3.833333333,0.154191033,3.4859237860000003,1.7777777780000001,4.944444444,4.0,0.944444444,0.091780377,40.33333333,2.7166016889999995,11.88888889,0.6154645870000001,1.0,1.4444444440000002,0.444444444,41.33333333,2.78625731,13.77777778,0.739928525,55.11111111,3.526185835,12.11111111,0.8375243659999999,1.111111111,0.09616634199999999,4.4539311239999995,137.0,8.913807667,2.722222222,1.0,0.7222222220000001,1.0555555559999998,9.977777778,9.888888889,2
104602011,2.611111111,300.0,7.233333332999999,13.11111111,1.4444444440000002,16.70833333,5.166666667,3.833333333,1.333333333,0.5112103170000001,7.592297772,2.0,2.9444444439999997,4.1111111110000005,3.222222222,0.43938492100000004,3.9444444439999997,0.568805115,5.166666667,0.7871252209999999,0.222222222,1.5,0.333333333,4.166666667,0.609314374,7.0,1.030445326,11.16666667,1.6397596999999997,13.83333333,1.7755291009999998,3.333333333,0.44841269799999994,3.640288801,55.27777778,7.503990299999999,2.666666667,1.0555555559999998,0.833333333,1.111111111,9.766666667,8.333333332999999,2
104602012,3.222222222,457.6111111000001,8.004629629,15.66666667,1.611111111,34.51296296,6.6111111110000005,3.611111111,3.0,0.389117871,6.750452639,2.666666667,4.833333333,5.833333333,2.722222222,0.277594092,9.777777777999999,1.3191579820000001,10.27777778,1.0595694629999999,1.333333333,3.277777778,1.0,11.11111111,1.460797471,14.55555556,1.5214134430000001,25.66666667,2.982210914,25.66666667,2.8919862419999998,2.833333333,0.289939771,5.745030177,104.38888890000001,11.9091671,5.0,1.388888889,0.944444444,1.7777777780000001,9.833333332999999,8.888888889,3
104602013,1.4444444440000002,225.2222222,3.75,5.5,1.166666667,19.27777778,3.166666667,2.222222222,0.944444444,0.25357142899999996,7.152518025,1.0,2.055555556,2.666666667,2.111111111,0.245469577,5.944444444,1.170601852,6.944444444,2.689285714,1.277777778,1.7222222219999999,0.666666667,7.277777778,1.49375,9.333333332999999,2.9829365080000003,16.61111111,4.476686508,11.5,2.532903439,2.444444444,0.28435846600000003,6.719179894,57.83333333,14.01312831,2.222222222,1.0555555559999998,0.7222222220000001,1.111111111,9.877777777999999,8.666666667000001,2
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38888888899999996,0.166666667,0.111111111,0.166666667,7.188888888999999,3.111111111,1
104602016,0.5,24.44444444,0.0,0.0,0.38888888899999996,3.018518518,1.0,0.611111111,0.38888888899999996,0.196969697,2.690661959,0.611111111,0.444444444,0.5555555560000001,0.611111111,0.196969697,1.7222222219999999,0.49747474799999997,0.38888888899999996,0.194444444,0.055555556,0.0,0.166666667,1.7777777780000001,0.502525253,0.5555555560000001,0.20959596,2.333333333,0.712121212,1.166666667,0.356060606,0.666666667,0.20202020199999998,1.265151515,8.277777777999999,2.535353535,1.611111111,0.5555555560000001,0.5,0.611111111,9.766666667,6.0,0
104602017,0.7222222220000001,179.5,9.055555556,16.77777778,0.444444444,11.97222222,1.277777778,0.166666667,1.111111111,0.04365079400000001,2.7537133560000004,1.277777778,0.944444444,1.111111111,0.111111111,0.015873016,7.055555556,1.62962963,1.0,0.272486772,0.222222222,0.111111111,0.0,7.277777778,1.681216931,1.111111111,0.308201058,8.388888889,1.989417989,3.888888889,0.994708995,0.111111111,0.015873016,3.080687831,25.05555556,6.0806878310000005,2.444444444,0.7222222220000001,0.38888888899999996,0.944444444,9.577777778,9.0,1
104602018,1.888888889,292.1666667,6.092592592999999,11.94444444,1.277777778,16.69444444,1.7222222219999999,0.444444444,1.277777778,0.09629629599999999,6.953559652,2.277777778,1.0,1.6666666669999999,0.38888888899999996,0.089814815,4.722222222,0.9935185190000001,5.5,1.139351852,0.055555556,1.5555555559999998,0.222222222,4.777777778,1.00462963,7.277777778,1.5949074069999998,12.05555556,2.5995370369999997,11.88888889,3.426851852,0.444444444,0.108333333,5.681944444,47.0,11.81666667,3.0,0.944444444,0.666666667,1.166666667,9.6,7.777777778,1
104602019,2.722222222,377.72222220000003,9.101851852000001,14.44444444,1.4444444440000002,21.99074074,4.055555556,2.777777778,1.277777778,0.328957231,5.38534814,1.4444444440000002,3.166666667,2.888888889,2.5,0.299349647,9.388888889,1.4657297180000002,17.72222222,2.720216049,0.444444444,1.7777777780000001,1.111111111,9.833333332999999,1.544102734,20.61111111,3.111585097,30.44444444,4.655687831,15.88888889,2.273567019,3.388888889,0.409501764,6.9832120810000005,96.88888889,14.321968700000001,3.0555555560000003,0.944444444,0.611111111,1.0,9.8,6.444444444,3
104602020,0.833333333,149.5,10.63888889,12.16666667,0.166666667,2.333333333,0.166666667,0.0,0.166666667,0.0,1.956081942,0.611111111,0.055555556,0.166666667,0.0,0.0,0.7777777779999999,0.7777777779999999,0.7777777779999999,0.7777777779999999,0.0,0.055555556,0.0,0.7777777779999999,0.7777777779999999,0.833333333,0.833333333,1.611111111,1.611111111,0.666666667,0.666666667,0.0,0.0,2.222222222,4.5,4.5,1.7777777780000001,0.7222222220000001,0.5,0.7222222220000001,9.333333332999999,9.222222222000001,2
104602021,1.277777778,92.0,2.277777778,4.555555556,0.222222222,3.907407407,0.444444444,0.055555556,0.38888888899999996,0.007936508,1.7491094880000002,0.222222222,0.38888888899999996,0.38888888899999996,0.0,0.0,5.055555556,1.198412698,0.666666667,0.19047619100000002,0.166666667,0.166666667,0.0,5.222222222,1.222222222,0.833333333,0.261904762,6.055555556,1.484126984,1.4444444440000002,0.682539683,0.0,0.0,2.087301587,14.77777778,4.253968254,1.333333333,0.611111111,0.333333333,0.611111111,9.322222222,6.0,3
104602022,1.9444444440000002,307.05555560000005,9.388888889,9.388888889,1.5,34.6537037,5.777777778,4.555555556,1.222222222,0.531565126,7.725299055,1.9444444440000002,3.4444444439999997,3.611111111,4.333333333,0.455137333,14.77777778,1.9926334419999998,7.833333333,1.094279101,1.111111111,1.277777778,1.166666667,15.88888889,2.1038262530000003,10.27777778,1.40284197,26.16666667,3.506668223,7.1111111110000005,0.8811060540000001,5.055555556,0.514042561,4.580275443000001,73.83333333,9.482092281,1.5,0.7222222220000001,0.5555555560000001,0.7222222220000001,9.611111111,9.666666667000001,3
104602023,0.8888888890000001,98.66666667,1.611111111,4.833333333,0.38888888899999996,1.953703704,0.7222222220000001,0.0,0.7222222220000001,0.0,2.426899202,1.0,0.5555555560000001,0.5555555560000001,0.0,0.0,1.277777778,0.472222222,0.38888888899999996,0.168981482,0.055555556,0.0,0.0,1.333333333,0.47916666700000005,0.38888888899999996,0.168981482,1.7222222219999999,0.648148148,0.8888888890000001,0.240740741,0.0,0.0,1.025462963,5.444444444,1.9143518519999998,2.111111111,0.7777777779999999,0.444444444,0.8888888890000001,8.3,9.333333332999999,3
104602024,1.277777778,128.6666667,5.583333333,5.722222222,0.444444444,1.611111111,0.666666667,0.166666667,0.5,0.066666667,1.690031099,1.333333333,0.38888888899999996,0.444444444,0.111111111,0.055555556,0.7777777779999999,0.15555555599999998,0.055555556,0.011111111000000002,0.055555556,0.166666667,0.0,0.833333333,0.166666667,0.222222222,0.07777777799999999,1.0555555559999998,0.24444444399999998,0.833333333,0.29444444399999997,0.111111111,0.055555556,0.6333333329999999,4.1111111110000005,1.2277777779999999,1.4444444440000002,0.5,0.333333333,0.5555555560000001,6.955555556,6.8888888889999995,2
104602025,1.888888889,124.7777778,3.8055555560000003,9.388888889,0.5,2.393518518,0.944444444,0.5,0.444444444,0.066468254,1.4715157030000001,0.38888888899999996,0.222222222,0.611111111,0.444444444,0.058531745999999996,2.666666667,0.599206349,0.111111111,0.035714286,0.0,0.0,0.055555556,2.666666667,0.599206349,0.166666667,0.04365079400000001,2.833333333,0.642857143,1.111111111,0.18452381,0.5,0.066468254,0.900793651,8.944444444,1.794642857,3.5,1.0,0.5555555560000001,1.0555555559999998,8.333333332999999,5.3888888889999995,2
104602026,0.944444444,46.55555556,0.0,0.0,0.611111111,1.787037037,1.0555555559999998,0.38888888899999996,0.666666667,0.078571429,3.636829687,1.5,0.444444444,0.666666667,0.333333333,0.067460317,0.111111111,0.035714286,0.222222222,0.031746032,0.055555556,0.111111111,0.055555556,0.166666667,0.04365079400000001,0.38888888899999996,0.055555556,0.5555555560000001,0.099206349,1.611111111,0.558730159,0.333333333,0.067460317,0.75952381,5.055555556,1.484920635,0.0,0.0,0.0,0.0,3.4444444439999997,1.888888889,0
104602027,2.166666667,184.22222219999998,5.0,7.5,1.222222222,8.848148148,2.611111111,0.833333333,1.7777777780000001,0.18678451199999999,7.416560208,1.7777777780000001,1.611111111,2.277777778,0.611111111,0.147053872,7.777777778,1.4376743630000002,1.166666667,0.22979798,0.166666667,0.5555555560000001,0.0,7.944444444,1.472354497,1.7222222219999999,0.331481482,9.666666667000001,1.803835979,4.555555556,1.02989418,0.611111111,0.147053872,2.906457431,29.16666667,5.887241462,2.611111111,0.8888888890000001,0.5555555560000001,0.8888888890000001,9.6,9.444444444,1
104602028,1.0,222.16666669999998,9.777777777999999,14.5,0.5,5.462962963,2.666666667,2.555555556,0.111111111,0.21666666699999998,1.852921857,0.38888888899999996,0.444444444,1.8333333330000001,2.5,0.212698413,0.166666667,0.01468254,0.833333333,0.100793651,0.111111111,0.444444444,0.055555556,0.27777777800000003,0.020238095,1.333333333,0.15158730199999998,1.611111111,0.171825397,7.5,0.7615079370000001,2.5,0.212698413,1.08968254,22.61111111,2.235714286,1.5,0.833333333,0.444444444,0.833333333,9.811111111,9.333333332999999,3
104602029,1.611111111,202.9444444,9.833333332999999,9.833333332999999,0.7222222220000001,8.953703704,2.722222222,1.5,1.222222222,0.1753367,3.851206955,1.6666666669999999,1.5,1.7777777780000001,1.388888889,0.11473064,7.166666667,0.728535354,1.7222222219999999,0.610942761,0.333333333,0.5,0.444444444,7.5,0.802525253,2.666666667,0.781902357,10.16666667,1.584427609,3.9444444439999997,1.021632997,1.5555555559999998,0.127609428,2.577188552,31.05555556,5.310858586,3.5,1.111111111,0.833333333,1.333333333,9.755555556000001,6.8888888889999995,2
104602030,0.7777777779999999,189.5555556,4.5,4.5,0.5555555560000001,11.96296296,1.7777777780000001,1.222222222,0.5555555560000001,0.14292328,2.242699012,0.7222222220000001,1.0,1.5,1.166666667,0.13921957699999998,12.22222222,0.8310185179999999,3.9444444439999997,0.418253968,0.38888888899999996,1.277777778,0.444444444,12.61111111,0.877380952,5.666666667,0.610846561,18.27777778,1.4882275130000002,8.5,0.938425926,1.388888889,0.15727513199999998,2.370436508,54.55555556,4.954365079,1.611111111,0.611111111,0.38888888899999996,0.666666667,9.666666667000001,4.777777778,1
104602031,1.388888889,177.5,8.023148147999999,12.05555556,0.333333333,7.083333333,1.388888889,0.444444444,0.944444444,0.054924242000000005,0.972541366,0.833333333,0.444444444,1.0555555559999998,0.38888888899999996,0.047979798,3.777777778,1.095328283,1.7777777780000001,0.368055556,0.111111111,0.111111111,0.055555556,3.888888889,1.150883838,1.9444444440000002,0.40782828299999996,5.833333333,1.558712121,2.166666667,0.547348485,0.444444444,0.053030303,2.1054292930000003,16.77777778,4.264520202,2.0,0.666666667,0.5555555560000001,0.7222222220000001,9.488888889,5.222222222,1
104602032,0.111111111,14.83333333,0.944444444,0.944444444,0.055555556,1.333333333,0.222222222,0.166666667,0.055555556,0.041666667000000004,0.460073161,0.055555556,0.055555556,0.111111111,0.166666667,0.041666667000000004,0.833333333,0.208333333,0.111111111,0.027777778,0.0,0.0,0.0,0.833333333,0.208333333,0.111111111,0.027777778,0.944444444,0.236111111,0.166666667,0.041666667000000004,0.166666667,0.041666667000000004,0.319444444,2.555555556,0.638888889,0.111111111,0.111111111,0.111111111,0.111111111,9.711111111000001,9.777777777999999,1
104602033,2.111111111,329.6666667,9.087962962999999,18.44444444,1.611111111,11.18981482,4.166666667,2.5,1.6666666669999999,0.405710031,7.468435022,2.222222222,2.277777778,2.555555556,2.0,0.34903291200000003,6.055555556,0.8632085509999999,3.777777778,0.435691623,0.333333333,0.944444444,0.444444444,6.3888888889999995,0.9214997970000001,5.166666667,0.663750601,11.55555556,1.5852503980000001,5.8888888889999995,1.051624302,2.222222222,0.428578366,2.960423835,38.72222222,6.025876901,1.5,0.7222222220000001,0.444444444,0.7222222220000001,8.5,6.6111111110000005,3
104602035,1.8333333330000001,242.38888889999998,5.194444444,7.5,1.166666667,8.547222222,3.722222222,2.277777778,1.4444444440000002,0.375793651,5.43099789,1.6666666669999999,1.4444444440000002,2.444444444,1.9444444440000002,0.339991182,2.277777778,0.246803351,4.333333333,0.40429894200000005,0.333333333,1.6666666669999999,0.7222222220000001,2.611111111,0.27720458600000003,6.722222222,0.646626984,9.333333332999999,0.92383157,6.8888888889999995,0.935758377,2.166666667,0.356194885,2.02228836,34.77777778,4.238073192,3.166666667,1.333333333,1.166666667,1.7222222219999999,9.877777777999999,9.777777777999999,3
104602037,1.5,343.8888889,14.92592593,24.38888889,0.7222222220000001,17.88888889,2.222222222,0.7777777779999999,1.4444444440000002,0.17439134899999997,5.310765078999999,0.8888888890000001,1.9444444440000002,1.4444444440000002,0.444444444,0.11649831699999999,20.61111111,3.76483424,2.833333333,0.399371924,0.222222222,0.166666667,0.111111111,20.83333333,3.807342657,3.111111111,0.44337606799999996,23.94444444,4.250718726000001,3.5,0.702331002,0.444444444,0.11649831699999999,5.177097902,56.44444444,10.24664595,2.9444444439999997,1.111111111,0.611111111,1.277777778,9.811111111,8.777777777999999,2
104602501,2.5,244.4444444,3.611111111,10.33333333,1.7777777780000001,14.11111111,5.222222222,3.833333333,1.388888889,0.523522928,7.05688401,2.5,2.611111111,3.9444444439999997,3.5555555560000003,0.482738095,8.0,1.0469466490000001,4.444444444,0.655908289,0.944444444,2.055555556,1.111111111,8.944444444,1.23957231,7.6111111110000005,1.010934744,16.55555556,2.250507055,13.05555556,1.733190035,4.166666667,0.531073633,4.122045855,64.11111111,8.636816578,1.0,0.611111111,0.38888888899999996,0.611111111,9.777777777999999,6.5,1
104602502,2.277777778,437.77777779999997,12.08333333,16.88888889,1.4444444440000002,42.73148148,5.166666667,3.388888889,1.7777777780000001,0.441595442,7.155060655,2.833333333,4.0,4.3888888889999995,2.888888889,0.368589744,21.38888889,3.116595442,10.5,1.8211538459999999,0.666666667,1.7777777780000001,0.944444444,22.05555556,3.226994302,13.22222222,2.275213675,35.27777778,5.502207977,18.77777778,2.598433048,3.4444444439999997,0.470441595,8.264245014,112.55555559999999,16.83532764,3.4444444439999997,1.388888889,1.0,1.5,9.544444444,7.0,2
104602503,1.222222222,252.61111110000002,7.722222222,7.722222222,0.7777777779999999,38.96296296,4.222222222,2.111111111,2.111111111,0.21048581100000002,4.318022796,1.0555555559999998,3.5555555560000003,3.666666667,1.277777778,0.13035113,22.88888889,2.6017075519999997,10.05555556,0.963083213,0.833333333,1.0555555559999998,0.166666667,23.72222222,2.7109908610000004,11.27777778,1.089189514,35.0,3.800180375,13.33333333,1.438263588,1.333333333,0.135401635,5.2935545930000005,98.55555556,10.66740019,3.0555555560000003,1.0,0.444444444,1.0,7.8888888889999995,5.0,1
104602504,2.666666667,211.2777778,1.277777778,1.277777778,1.388888889,26.67592593,4.5,2.777777778,1.7222222219999999,0.51856261,6.454359106,2.722222222,2.277777778,4.1111111110000005,2.0,0.360714286,6.277777778,1.2938271609999998,2.611111111,0.305687831,0.611111111,2.833333333,0.333333333,6.8888888889999995,1.3856261019999998,5.777777778,0.704012346,12.66666667,2.089638448,32.77777778,4.833112875,2.111111111,0.376587302,6.874074074,91.77777778,14.173412699999998,3.166666667,1.333333333,0.833333333,1.7222222219999999,9.611111111,6.666666667,2
104602505,2.222222222,319.5,9.212962962999999,14.5,1.4444444440000002,21.7037037,5.055555556,2.833333333,2.222222222,0.326220539,6.0665830000000005,1.8333333330000001,3.0,3.611111111,2.555555556,0.298763428,20.72222222,2.617807039,6.666666667,0.790085378,0.5,1.277777778,1.0555555559999998,21.22222222,2.669684945,9.0,1.116313933,30.22222222,3.785998878,9.5,1.590101411,3.0555555560000003,0.344067661,5.47661536,84.16666667,11.19678331,3.666666667,1.222222222,0.833333333,1.5,9.455555556,8.888888889,3
104602506,1.6666666669999999,222.66666669999998,6.055555556,6.055555556,1.0,19.60648148,2.277777778,1.5,0.7777777779999999,0.30891330899999997,6.212417467000001,2.055555556,0.666666667,2.055555556,1.388888889,0.28612128600000003,0.5555555560000001,0.129222629,1.611111111,0.603479854,1.9444444440000002,1.277777778,0.111111111,2.5,0.545584046,3.0,0.95517908,5.5,1.5007631259999998,12.72222222,3.349664225,1.4444444440000002,0.29039479,4.43554131,36.27777778,9.576363451,4.0,1.222222222,0.8888888890000001,1.4444444440000002,9.5,7.222222222,2
104602507,0.444444444,79.66666667,2.444444444,7.166666667,0.166666667,1.111111111,0.444444444,0.333333333,0.111111111,0.041666667000000004,0.745911799,0.166666667,0.111111111,0.444444444,0.333333333,0.041666667000000004,0.611111111,0.076388889,0.111111111,0.013888889,0.0,0.111111111,0.0,0.611111111,0.076388889,0.222222222,0.027777778,0.833333333,0.10416666699999999,1.0555555559999998,0.131944444,0.333333333,0.041666667000000004,0.26388888899999996,4.333333333,0.541666667,1.0,0.666666667,0.5,0.7222222220000001,9.266666667,6.444444444,1
104602508,2.5,407.44444439999995,7.9212962970000005,20.5,1.5,12.69907407,4.5,1.888888889,2.611111111,0.303505291,7.995284439,2.055555556,3.333333333,2.833333333,1.7777777780000001,0.282837302,9.611111111,1.308068783,4.666666667,0.590046296,0.5555555560000001,1.166666667,0.833333333,10.16666667,1.42364418,6.666666667,0.925694444,16.83333333,2.349338624,6.666666667,0.99619709,2.277777778,0.352281746,3.5111772489999997,50.77777778,7.208994709,2.777777778,1.0555555559999998,1.111111111,1.4444444440000002,9.466666667,6.555555556,2
104602509,1.6666666669999999,287.0,6.231481482,9.666666667000001,1.277777778,12.90740741,4.222222222,2.9444444439999997,1.277777778,0.454783951,6.461550175,2.0,1.888888889,3.0,2.666666667,0.341203704,0.333333333,0.045833333,2.0,0.38287037,0.27777777800000003,1.0555555559999998,0.5555555560000001,0.611111111,0.075154321,3.611111111,0.611265432,4.222222222,0.686419753,9.888888889,1.6291666669999998,3.0,0.402160494,2.556327161,33.05555556,5.274074074,1.5,0.611111111,0.5,0.666666667,9.233333333,4.333333333,1
104602510,2.166666667,326.0,8.319444444,14.27777778,1.5,15.97222222,6.277777778,4.8888888889999995,1.388888889,0.51720717,7.05400097,2.111111111,2.111111111,5.444444444,4.555555556,0.417606276,4.5,0.912372286,2.611111111,0.548098182,0.5555555560000001,0.611111111,0.5,5.055555556,1.024367236,3.722222222,0.624516926,8.777777777999999,1.6488841619999999,22.83333333,2.006268349,4.6111111110000005,0.42265678100000004,3.979401984,71.5,8.057211275,3.166666667,1.0555555559999998,0.7222222220000001,1.5,9.844444444,8.333333332999999,2
104602511,2.722222222,572.4444444000001,10.5,18.0,2.111111111,55.55555556,7.166666667,3.9444444439999997,3.222222222,0.45820013299999995,8.367247034,2.9444444439999997,6.222222222,6.5,1.277777778,0.154002942,53.72222222,6.33212297,21.33333333,2.315922966,1.277777778,2.555555556,0.444444444,55.0,6.454440005,24.33333333,2.654676805,79.33333333,9.109116809,31.5,3.5103761980000003,1.388888889,0.17252146,12.50567072,221.38888889999998,25.29768519,2.555555556,1.111111111,0.944444444,1.333333333,9.888888889,8.222222222000001,2
104602513,2.611111111,405.1666667,18.05555556,25.83333333,1.0,25.43518519,2.666666667,1.5,1.166666667,0.236507937,5.160246262,2.333333333,1.222222222,2.111111111,1.166666667,0.16587301599999998,4.3888888889999995,0.872486772,4.055555556,0.5642857139999999,0.27777777800000003,0.7777777779999999,0.0,4.666666667,0.9261904759999999,4.833333333,0.682275132,9.5,1.608465609,10.5,1.938624339,1.166666667,0.16587301599999998,3.6211640210000002,41.66666667,7.334126984,4.555555556,1.333333333,1.0,1.6666666669999999,9.944444444,9.666666667000001,3
