username,num_days,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,1.0,1.0,242.666666667,259.333333333,0.333333333333,4.16666666667,4.16666666667,0.5,20.5,20.5,0.0,0.0,0.0,8.0,7.5,0.5,0.450306637833,0.0496933621667,5.94976923333,1.16666666667,1.5,0.114538239667,2.66666666667,0.2564935065,7.66666666667,0.455357142833,0.166666666667,0.0238095238333,4.5,0.366251803833,0.0,0.0,0.833333333333,0.0627705628333,1.66666666667,0.0850468975,0.166666666667,0.0238095238333,7.0,0.514069264,7.16666666667,0.537878787833,5.16666666667,0.451659451667,8.83333333333,0.525252525333,18.6666666667,1.3669733045,39.8333333333,2.88176406933,0.0,0.0,0.0,0.0,9.95,8.33333333333,61.0
102602012,0.5,0.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.57
103602527,2.0,2.0,183.013888883,537.333333333,0.833333333333,9.77777777783,12.0,1.66666666667,109.56944445,247.333333333,0.0,0.0,0.0,6.5,2.33333333333,4.16666666667,0.2280701755,0.438596491167,7.25145809167,2.0,4.33333333333,0.357894736833,5.16666666667,0.556140350833,1.33333333333,0.167543859667,33.0,2.1754385965,4.16666666667,0.448245614,2.33333333333,0.251754386,1.16666666667,0.101754386,0.166666666667,0.00877192983333,35.3333333333,2.4271929825,5.5,0.558771929833,40.8333333333,2.98596491167,13.3333333333,1.51403508767,1.33333333333,0.167543859667,53.6666666667,4.47456140333,109.166666667,9.14210526333,0.0,0.0,0.0,0.0,9.62777777783,8.05555555567,47.15
104602001,1.33333333333,1.33333333333,108.75,222.333333333,0.0,0.0,0.0,0.833333333333,16.944444445,26.5,0.0,0.0,0.0,4.5,2.66666666667,1.83333333333,0.282051282,0.217948718,4.37533999383,1.0,1.83333333333,0.217948718,3.33333333333,0.366300366167,2.66666666667,0.271062271167,0.0,0.0,2.16666666667,0.2326007325,0.333333333333,0.0256410256667,1.16666666667,0.111721611833,0.666666666667,0.0732600733333,0.333333333333,0.0256410256667,4.0,0.4175824175,4.33333333333,0.443223443167,11.5,1.18131868133,3.16666666667,0.3205128205,18.1666666667,1.891941392,37.1666666667,3.83699633733,0.833333333333,0.5,0.333333333333,0.5,9.49444444467,8.33333333317,58.21
104602002,1.33333333333,1.33333333333,50.7777777833,117.666666667,0.0,0.0,0.0,0.666666666667,8.33333333333,20.0,0.0,0.0,0.0,4.66666666667,1.83333333333,2.83333333333,0.111111111167,0.222222222167,1.1568024895,0.5,3.33333333333,0.2430555555,3.33333333333,0.208333333333,1.66666666667,0.104166666667,3.5,0.145833333333,0.166666666667,0.0069444445,0.0,0.0,0.666666666667,0.0972222221667,0.0,0.0,3.5,0.145833333333,0.833333333333,0.104166666667,4.33333333333,0.25,6.83333333333,0.527777777833,1.66666666667,0.104166666667,14.3333333333,0.979166666667,27.1666666667,1.86111111117,1.66666666667,1.33333333333,0.833333333333,1.33333333333,9.46111111117,8.361111111,69.33
104602003,1.66666666667,1.66666666667,127.472222217,271.833333333,0.166666666667,1.83333333333,1.83333333333,1.16666666667,34.3333333333,63.8333333333,0.0,0.0,0.0,5.66666666667,4.5,1.16666666667,0.542171717167,0.1244949495,3.134973986,1.5,3.66666666667,0.490656565667,4.5,0.542171717167,4.16666666667,0.493434343333,11.8333333333,1.28030303033,16.5,2.72929292933,0.833333333333,0.0941919191667,2.16666666667,0.335858585833,0.5,0.067929293,12.6666666667,1.3744949495,19.1666666667,3.13308080817,31.8333333333,4.5075757575,17.8333333333,2.67929292933,4.5,0.550252525167,51.3333333333,7.29570707067,105.5,15.0328282817,1.83333333333,1.33333333333,0.833333333333,1.33333333333,9.511111111,6.277777778,55.3
104602005,1.66666666667,1.66666666667,195.083333333,387.166666667,0.666666666667,10.5,21.0,1.0,84.0,91.0,0.0,0.0,0.0,4.5,2.16666666667,2.33333333333,0.3180555555,0.515277777833,6.29860519533,3.0,2.83333333333,0.442460317333,3.66666666667,0.687301587333,2.16666666667,0.325,5.83333333333,0.927380952333,5.16666666667,0.754166666667,0.666666666667,0.0892857143333,1.66666666667,0.226785714333,0.333333333333,0.0486111111667,6.5,1.01666666667,7.16666666667,1.02956349217,13.6666666667,2.04623015883,16.8333333333,2.84503968267,2.16666666667,0.325,31.3333333333,5.05218253967,64.0,10.2684523817,5.0,1.5,1.0,1.83333333333,9.86666666683,9.1666666665,74.12
104602006,1.33333333333,1.33333333333,40.5833333333,66.8333333333,0.0,0.0,0.0,0.333333333333,11.5,23.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.166666666667,0.0,2.39180399833,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.333333333333,0.333333333333,0.166666666667,0.166666666667,0.5,0.5,1.33333333333,1.33333333333,0.0,0.0,1.66666666667,1.66666666667,3.5,3.5,2.83333333333,1.16666666667,0.833333333333,1.5,9.73888888883,6.6666666665,61.13
104602007,2.5,2.5,164.861111117,477.5,0.166666666667,2.16666666667,2.16666666667,1.66666666667,70.2916666667,89.5,0.0,0.0,0.0,10.3333333333,6.66666666667,3.66666666667,0.519904425167,0.313428908167,11.1218146247,1.5,5.16666666667,0.524767378167,6.5,0.5023577955,5.83333333333,0.458959622667,44.6666666667,4.39812007833,6.5,0.587238432,0.5,0.0384615385,2.0,0.177445160167,1.33333333333,0.126215738333,45.1666666667,4.43658161833,9.83333333333,0.8908993305,55.0,5.327480948,24.1666666667,1.98808471233,6.0,0.4867374005,83.8333333333,7.6862132125,169.0,15.4885162718,2.33333333333,1.16666666667,0.833333333333,1.33333333333,9.66666666683,9.55555555567,85.72
104602008,1.83333333333,1.83333333333,48.6111111117,128.166666667,0.0,0.0,0.0,1.5,7.875,15.0,0.0,0.0,0.0,7.33333333333,6.5,0.833333333333,0.591503268,0.0751633986667,7.90773523517,2.83333333333,1.0,0.0949891066667,3.0,0.282352941167,6.33333333333,0.5729847495,0.5,0.0481481481667,0.666666666667,0.0566448801667,0.5,0.0481481481667,0.5,0.0468409585,0.166666666667,0.0185185185,1.0,0.0962962961667,1.33333333333,0.122004357333,2.33333333333,0.2183006535,5.33333333333,0.508061002167,6.33333333333,0.5729847495,13.0,1.20435729833,27.0,2.50370370367,2.5,0.833333333333,0.5,0.833333333333,9.82222222233,9.36111111133,72.53
