evaluation_num,kfold_split_num,username,hw_mean,qz_mean,label_val_predict,label_val_test
1,1,104602010,0.537363718287,1.26259846826,81.5549290004,76.68
1,1,104602014,-1.6040311995,-1.71623802615,43.8189484684,50.89
1,1,104602021,0.177018642354,-0.46199108113,70.5691387517,80.61
1,1,104602022,0.289257272552,1.28499573518,82.2135040732,83.56
1,1,104602501,0.493058995847,-0.965929585817,44.6385572623,56.93
1,1,104602520,-2.33948959203,-0.573977415526,53.08331533,48.24
1,2,104602016,0.490105347714,-0.529182881756,50.7154305194,25.71
1,2,104602028,0.404449550888,0.949036731923,77.9180863603,104.16
1,2,104602509,0.312886457796,-1.60425169182,45.5250957943,47.45
1,2,104602510,0.475337106699,0.344310526299,74.8965028279,70.1
1,2,104602516,0.463522514077,0.747461330117,57.0207214042,56.89
1,2,104602519,0.451707921455,1.26259846833,79.4345838658,94.97
1,3,104602005,0.366052124895,0.00835152317644,74.2372950789,74.12
1,3,104602008,0.519641829309,0.82585176427,79.0074702494,72.53
1,3,104602009,0.493058995847,0.971433998775,79.9384552966,79.78
1,3,104602031,0.407403199111,-1.29068995555,43.8389987673,50.2
1,3,104602503,-1.21414964206,-1.33548448925,46.0152751354,48.27
1,3,104602506,0.366052124804,-0.215621145551,72.8668104725,63.62
1,4,104602011,0.454661569769,0.277118725677,75.7735912419,70.97
1,4,104602024,-2.02049559031,0.0531460570146,78.6830040019,72.67
1,4,104602033,-0.29851871174,-0.33880611334,72.854249719,82.94
1,4,104602037,0.4664761623,1.10581760016,81.5081901008,61.61
1,4,104602525,-0.974904140901,-1.58185442497,43.0666838156,59.69
1,4,104602526,0.510780884735,0.321913259447,75.9834850624,76.48
1,5,102602012,-4.75557378883,-2.67932050175,34.5742347782,52.57
1,5,104602023,-0.0947169885295,1.08342033318,79.5105177247,95.5
1,5,104602027,0.35719118032,1.24020120128,58.4255393052,57.3
1,5,104602502,0.386727661825,-0.327607479882,72.7445207441,67.38
1,5,104602508,0.419217791818,-0.55158014854,71.6361122472,60.32
1,5,104602522,-0.921738474067,-0.540381515146,48.4085108839,59.34
1,6,104602026,-2.95384840987,-2.09699156298,48.3212138565,25.57
1,6,104602029,0.442846977147,0.0531460570146,73.849600628,67.13
1,6,104602504,0.448754273322,0.00835152330948,73.5858984898,71.49
1,6,104602505,0.416264143685,0.725064063264,77.6618089521,81.71
1,6,104602517,0.304025513482,0.691468162885,77.7336175107,82.97
1,6,104602521,0.46647616221,0.736262696723,77.6082980228,80.87
1,7,104602007,0.428078736307,1.30739300204,82.0387335321,85.72
1,7,104602012,0.472383458566,1.06102306639,80.2714815845,88.14
1,7,104602017,0.404449550978,1.15061213387,60.494922157,52.83
1,7,104602030,0.428078736307,-1.44747082358,42.6611794097,54.11
1,7,104602032,0.439893328839,1.30739300204,61.5043750695,51.06
1,7,104602514,0.419217791643,0.209926925051,74.5396124731,74.75
1,8,104602003,0.301071865174,-0.350004746666,50.1980918153,55.3
1,8,104602018,0.366052124804,0.635474995786,55.9941111404,54.02
1,8,104602507,0.366052124895,-0.506785614968,49.1380202857,39.87
1,8,104602511,0.531456421931,-0.0812375443023,73.0903200072,78.77
1,8,104602515,-1.9407470901,-0.999525486063,72.10747069,60.84
1,8,104602524,-0.0326903772073,-1.26829268856,66.9988417104,68.02
1,9,101302503,0.463522514167,-0.596374682379,72.0782948792,61.0
1,9,103602527,0.327654698726,0.299515992663,53.9533259751,47.15
1,9,104602001,0.398542254712,0.344310526299,54.124681764,58.21
1,9,104602006,0.510780884735,-0.327607479946,73.4412052661,61.13
1,9,104602013,0.510780884825,0.747461330185,79.0602346408,66.43
1,9,104602025,-0.0592732106691,-1.12271045392,69.7902437016,61.38
1,10,104602002,0.318793754237,-1.12271045399,66.6576603356,69.33
1,10,104602019,0.410356847244,-0.0364430105972,72.975651893,80.67
1,10,104602020,0.117945679074,1.12821486694,80.3432935685,77.99
1,10,104602035,0.528502773798,1.30739300204,80.7843181382,80.48
1,10,104602513,0.546224662595,1.21780393456,80.2248291566,93.69
2,1,104602005,0.366052124895,0.00835152317644,74.1117670385,74.12
2,1,104602018,0.366052124804,0.635474995786,55.8877238181,54.02
2,1,104602510,0.475337106699,0.344310526299,75.9088735708,70.1
2,1,104602515,-1.9407470901,-0.999525486063,72.941216228,60.84
2,1,104602517,0.304025513482,0.691468162885,78.3721204436,82.97
2,1,104602520,-2.33948959203,-0.573977415526,54.34951016,48.24
2,2,104602002,0.318793754237,-1.12271045399,67.9817286146,69.33
2,2,104602019,0.410356847244,-0.0364430105972,73.7230117023,80.67
2,2,104602029,0.442846977147,0.0531460570146,74.1682824227,67.13
2,2,104602504,0.448754273322,0.00835152330948,73.920564601,71.49
2,2,104602508,0.419217791818,-0.55158014854,70.9411433143,60.32
2,2,104602519,0.451707921455,1.26259846833,80.6660369085,94.97
2,3,104602008,0.519641829309,0.82585176427,78.7518861898,72.53
2,3,104602009,0.493058995847,0.971433998775,79.6624017062,79.78
2,3,104602020,0.117945679074,1.12821486694,81.1090628435,77.99
2,3,104602025,-0.0592732106691,-1.12271045392,67.8224025379,61.38
2,3,104602033,-0.29851871174,-0.33880611334,72.854465498,82.94
2,3,104602035,0.528502773798,1.30739300204,81.6333873361,80.48
2,4,103602527,0.327654698726,0.299515992663,53.3212290988,47.15
2,4,104602001,0.398542254712,0.344310526299,53.4936951845,58.21
2,4,104602014,-1.6040311995,-1.71623802615,43.8054249788,50.89
2,4,104602023,-0.0947169885295,1.08342033318,80.5632227538,95.5
2,4,104602501,0.493058995847,-0.965929585817,45.4254814377,56.93
2,4,104602524,-0.0326903772073,-1.26829268856,66.2319045775,68.02
2,5,101302503,0.463522514167,-0.596374682379,70.2928831884,61.0
2,5,104602007,0.428078736307,1.30739300204,80.1805920074,85.72
2,5,104602027,0.35719118032,1.24020120128,58.46295772,57.3
2,5,104602028,0.404449550888,0.949036731923,78.3522947634,104.16
2,5,104602516,0.463522514077,0.747461330117,55.7982353135,56.89
2,5,104602526,0.510780884735,0.321913259447,74.992334484,76.48
2,6,102602012,-4.75557378883,-2.67932050175,34.4138774792,52.57
2,6,104602006,0.510780884735,-0.327607479946,73.7508454214,61.13
2,6,104602011,0.454661569769,0.277118725677,77.2248493113,70.97
2,6,104602013,0.510780884825,0.747461330185,80.0101363474,66.43
2,6,104602016,0.490105347714,-0.529182881756,51.3114449099,25.71
2,6,104602037,0.4664761623,1.10581760016,82.05958198,61.61
2,7,104602012,0.472383458566,1.06102306639,80.256004539,88.14
2,7,104602017,0.404449550978,1.15061213387,59.1231861032,52.83
2,7,104602024,-2.02049559031,0.0531460570146,77.8955865249,72.67
2,7,104602502,0.386727661825,-0.327607479882,71.4925420639,67.38
2,7,104602521,0.46647616221,0.736262696723,78.1832397428,80.87
2,7,104602525,-0.974904140901,-1.58185442497,43.8715461668,59.69
2,8,104602026,-2.95384840987,-2.09699156298,47.5661053451,25.57
2,8,104602030,0.428078736307,-1.44747082358,40.6717303173,54.11
2,8,104602031,0.407403199111,-1.29068995555,41.8815481259,50.2
2,8,104602032,0.439893328839,1.30739300204,60.6419484826,51.06
2,8,104602509,0.312886457796,-1.60425169182,39.9284354717,47.45
2,8,104602514,0.419217791643,0.209926925051,74.5171630568,74.75
2,9,104602021,0.177018642354,-0.46199108113,70.5520389678,80.61
2,9,104602505,0.416264143685,0.725064063264,77.1075273716,81.71
2,9,104602507,0.366052124895,-0.506785614968,49.3763689801,39.87
2,9,104602511,0.531456421931,-0.0812375443023,72.3174970464,78.77
2,9,104602513,0.546224662595,1.21780393456,79.7914499095,93.69
2,9,104602522,-0.921738474067,-0.540381515146,50.7465455825,59.34
2,10,104602003,0.301071865174,-0.350004746666,49.8491507325,55.3
2,10,104602010,0.537363718287,1.26259846826,81.4042830255,76.68
2,10,104602022,0.289257272552,1.28499573518,81.8842138851,83.56
2,10,104602503,-1.21414964206,-1.33548448925,46.1290175643,48.27
2,10,104602506,0.366052124804,-0.215621145551,72.8832800597,63.62
3,1,104602018,0.366052124804,0.635474995786,56.1891412729,54.02
3,1,104602030,0.428078736307,-1.44747082358,41.6692066051,54.11
3,1,104602035,0.528502773798,1.30739300204,82.9505419653,80.48
3,1,104602037,0.4664761623,1.10581760016,81.6780385467,61.61
3,1,104602510,0.475337106699,0.344310526299,76.3966143744,70.1
3,1,104602516,0.463522514077,0.747461330117,56.7732208223,56.89
3,2,104602001,0.398542254712,0.344310526299,53.2827416552,58.21
3,2,104602007,0.428078736307,1.30739300204,81.7667251254,85.72
3,2,104602014,-1.6040311995,-1.71623802615,43.8578633752,50.89
3,2,104602021,0.177018642354,-0.46199108113,70.7435230732,80.61
3,2,104602024,-2.02049559031,0.0531460570146,78.4832297763,72.67
3,2,104602031,0.407403199111,-1.29068995555,42.6161835632,50.2
3,3,104602008,0.519641829309,0.82585176427,78.7142354663,72.53
3,3,104602019,0.410356847244,-0.0364430105972,73.1628555951,80.67
3,3,104602022,0.289257272552,1.28499573518,82.1126105708,83.56
3,3,104602027,0.35719118032,1.24020120128,60.0672232773,57.3
3,3,104602524,-0.0326903772073,-1.26829268856,65.6722295555,68.02
3,3,104602525,-0.974904140901,-1.58185442497,43.3930819608,59.69
3,4,104602017,0.404449550978,1.15061213387,58.5187266078,52.83
3,4,104602502,0.386727661825,-0.327607479882,71.688398092,67.38
3,4,104602514,0.419217791643,0.209926925051,74.672107469,74.75
3,4,104602517,0.304025513482,0.691468162885,77.5072988683,82.97
3,4,104602519,0.451707921455,1.26259846833,80.5502225918,94.97
3,4,104602522,-0.921738474067,-0.540381515146,50.5090253936,59.34
3,5,104602006,0.510780884735,-0.327607479946,72.9351832239,61.13
3,5,104602028,0.404449550888,0.949036731923,79.1334128803,104.16
3,5,104602506,0.366052124804,-0.215621145551,73.6502075425,63.62
3,5,104602508,0.419217791818,-0.55158014854,71.9872301427,60.32
3,5,104602515,-1.9407470901,-0.999525486063,72.845621841,60.84
