username,week,mt_practice_sum,mt_unit_sum,first_three_week_homework_complete_num,last_three_week_homework_complete_num,mt_online_num_day,mt_online_practice_num_day,repeat_num
Y1050322,2,3,3,3,0,3,3,0
Y1050322,3,3,3,3,0,2,3,0
Y1050323,1,3,3,3,0,3,3,0
Y1050323,2,3,3,3,0,3,3,0
Y1050323,3,3,3,3,0,3,3,0
Y1050324,1,3,3,3,0,2,3,0
Y1050324,2,-1,-1,-1,-1,-1,-1,-1
Y1050324,3,-1,-1,-1,-1,-1,-1,-1
Y1050325,1,3,3,3,0,2,3,0
Y1050325,2,-1,-1,-1,-1,-1,-1,-1
Y1050325,3,-1,-1,-1,-1,-1,-1,-1
Y1050328,1,3,3,3,0,1,3,0
Y1050328,2,3,3,3,0,2,3,0
Y1050328,3,3,3,3,0,2,3,0
Y1050329,1,3,3,3,0,1,3,0
Y1050329,2,-1,-1,-1,-1,-1,-1,-1
Y1050329,3,-1,-1,-1,-1,-1,-1,-1
Y1050331,1,1,1,1,0,1,1,0
Y1050331,2,-1,-1,-1,-1,-1,-1,-1
Y1050331,3,-1,-1,-1,-1,-1,-1,-1
Y1050332,1,3,3,3,0,2,3,0
Y1050332,2,3,3,3,0,1,3,0
Y1050332,3,3,3,3,0,2,3,0
Y1050333,1,1,1,1,0,1,1,0
Y1050333,2,-1,-1,-1,-1,-1,-1,-1
Y1050333,3,-1,-1,-1,-1,-1,-1,-1
Y1050334,1,3,3,3,0,2,3,0
Y1050334,2,-1,-1,-1,-1,-1,-1,-1
Y1050334,3,-1,-1,-1,-1,-1,-1,-1
Y1050335,1,1,1,1,0,1,1,0
Y1050335,2,-1,-1,-1,-1,-1,-1,-1
Y1050335,3,-1,-1,-1,-1,-1,-1,-1
Y1050336,1,1,1,1,0,1,1,0
Y1050336,2,-1,-1,-1,-1,-1,-1,-1
Y1050336,3,-1,-1,-1,-1,-1,-1,-1
Y1050337,1,1,1,1,0,1,1,0
Y1050337,2,-1,-1,-1,-1,-1,-1,-1
Y1050337,3,-1,-1,-1,-1,-1,-1,-1
Y1050339,1,1,1,1,0,1,1,0
Y1050339,2,-1,-1,-1,-1,-1,-1,-1
Y1050339,3,-1,-1,-1,-1,-1,-1,-1
Y1050344,1,3,3,3,0,2,3,0
Y1050344,2,-1,-1,-1,-1,-1,-1,-1
Y1050344,3,1,1,1,0,1,1,0
Y1050346,1,3,3,3,0,2,3,0
Y1050346,2,3,3,3,0,2,3,0
Y1050346,3,3,3,3,0,1,3,0
Y1050349,1,3,3,3,0,2,3,0
Y1050349,2,3,3,3,0,2,3,0
Y1050349,3,3,3,3,0,1,3,0
Y1050350,1,1,1,1,0,1,1,0
Y1050350,2,-1,-1,-1,-1,-1,-1,-1
Y1050350,3,-1,-1,-1,-1,-1,-1,-1
Y1050351,1,3,3,3,0,3,3,0
Y1050351,2,3,3,3,0,1,3,0
Y1050351,3,3,3,3,0,2,3,0
Y1050352,1,3,3,3,0,1,3,0
Y1050352,2,3,3,3,0,2,3,0
Y1050352,3,3,3,3,0,1,3,0
Y1050353,1,3,3,3,0,2,3,0
Y1050353,2,3,3,3,0,2,3,0
Y1050353,3,2,2,2,0,1,2,0
Y1050354,1,3,3,3,0,2,3,0
Y1050354,2,2,2,2,0,1,2,0
Y1050354,3,3,3,3,0,1,3,0
Y1050356,1,3,3,3,0,2,3,0
Y1050356,2,1,1,1,0,1,1,0
Y1050356,3,1,1,1,0,1,1,0
Y1050357,1,3,3,3,0,2,3,0
Y1050357,2,-1,-1,-1,-1,-1,-1,-1
Y1050357,3,-1,-1,-1,-1,-1,-1,-1
Y1050358,1,3,3,3,0,1,3,0
Y1050358,2,3,3,3,0,1,3,0
Y1050358,3,3,3,3,0,2,3,0
Y1050359,1,3,3,3,0,1,3,0
Y1050359,2,-1,-1,-1,-1,-1,-1,-1
Y1050359,3,-1,-1,-1,-1,-1,-1,-1
Y1050360,1,3,3,3,0,1,3,0
Y1050360,2,-1,-1,-1,-1,-1,-1,-1
Y1050360,3,-1,-1,-1,-1,-1,-1,-1
Y1050361,1,3,3,3,0,2,3,0
Y1050361,2,1,1,1,0,1,1,0
Y1050361,3,-1,-1,-1,-1,-1,-1,-1
Y1050362,1,3,3,3,0,3,3,0
Y1050362,2,3,3,3,0,2,3,0
Y1050362,3,3,3,3,0,1,3,0
Y1050364,1,-1,-1,-1,-1,-1,-1,-1
Y1050364,2,-1,-1,-1,-1,-1,-1,-1
Y1050364,3,1,1,1,0,1,1,0
Y1050365,1,3,3,3,0,1,3,0
Y1050365,2,3,3,3,0,3,3,0
Y1050365,3,3,3,3,0,2,3,0
Y1050367,1,3,3,3,0,1,3,0
Y1050367,2,3,3,3,0,2,3,0
Y1050367,3,3,3,3,0,1,3,0
Y1050368,1,3,3,3,0,1,3,0
Y1050368,2,-1,-1,-1,-1,-1,-1,-1
Y1050368,3,-1,-1,-1,-1,-1,-1,-1
Y1050371,1,1,1,1,0,1,1,0
Y1050371,2,-1,-1,-1,-1,-1,-1,-1
Y1050371,3,-1,-1,-1,-1,-1,-1,-1
Y1050372,1,3,3,3,0,3,3,0
Y1050372,2,3,3,3,0,3,3,0
Y1050372,3,3,3,3,0,2,3,0
Y1050376,1,3,3,3,0,3,3,0
Y1050376,2,3,3,3,0,3,3,0
Y1050376,3,3,3,3,0,2,3,0
Y1050377,1,3,3,3,0,2,3,0
Y1050377,2,3,3,3,0,1,3,0
Y1050377,3,1,1,1,0,1,1,0
Y1050378,1,3,3,3,0,1,3,0
Y1050378,2,3,3,3,0,2,3,0
Y1050378,3,3,3,3,0,2,3,0
Y1050380,1,3,3,3,0,2,3,0
Y1050380,2,3,3,3,0,2,3,0
Y1050380,3,3,3,3,0,1,3,0
Y1050381,1,3,3,3,0,3,3,0
Y1050381,2,3,3,3,0,3,3,0
Y1050381,3,3,3,3,0,2,3,0
Y1050385,1,3,3,3,0,2,3,0
Y1050385,2,1,1,1,0,1,1,0
Y1050385,3,-1,-1,-1,-1,-1,-1,-1
Y1050386,1,3,3,3,0,1,3,0
Y1050386,2,-1,-1,-1,-1,-1,-1,-1
Y1050386,3,1,1,1,0,1,1,0
Y1050387,1,1,1,1,0,1,1,0
Y1050387,2,-1,-1,-1,-1,-1,-1,-1
Y1050387,3,-1,-1,-1,-1,-1,-1,-1
Y1050390,1,1,1,1,0,1,1,0
Y1050390,2,-1,-1,-1,-1,-1,-1,-1
Y1050390,3,-1,-1,-1,-1,-1,-1,-1
Y1050396,1,3,3,3,0,1,3,0
Y1050396,2,1,1,1,0,1,1,0
Y1050396,3,2,2,2,0,1,2,0
Y1050400,1,3,3,3,0,1,3,0
Y1050400,2,-1,-1,-1,-1,-1,-1,-1
Y1050400,3,-1,-1,-1,-1,-1,-1,-1
Y1050401,1,1,1,1,0,1,1,0
Y1050401,2,-1,-1,-1,-1,-1,-1,-1
Y1050401,3,-1,-1,-1,-1,-1,-1,-1
Y1050403,1,1,1,1,0,1,1,0
Y1050403,2,-1,-1,-1,-1,-1,-1,-1
Y1050403,3,-1,-1,-1,-1,-1,-1,-1
Y1050406,1,1,1,1,0,1,1,0
Y1050406,2,-1,-1,-1,-1,-1,-1,-1
Y1050406,3,-1,-1,-1,-1,-1,-1,-1
Y1050407,1,1,1,1,0,1,1,0
Y1050407,2,-1,-1,-1,-1,-1,-1,-1
Y1050407,3,-1,-1,-1,-1,-1,-1,-1
Y1050411,1,2,2,2,0,1,2,0
Y1050411,2,-1,-1,-1,-1,-1,-1,-1
Y1050411,3,-1,-1,-1,-1,-1,-1,-1
Y1050412,1,3,3,3,0,1,3,0
Y1050412,2,-1,-1,-1,-1,-1,-1,-1
Y1050412,3,-1,-1,-1,-1,-1,-1,-1
Y1050413,1,3,3,3,0,2,3,0
Y1050413,2,3,3,3,0,1,3,0
Y1050413,3,3,3,3,0,2,3,0
Y1050414,1,3,3,3,0,2,3,0
Y1050414,2,3,3,3,0,3,3,0
Y1050414,3,3,3,3,0,2,3,0
Y1050415,1,3,3,3,0,2,3,0
Y1050415,2,1,1,1,0,1,1,0
Y1050415,3,-1,-1,-1,-1,-1,-1,-1
Y1050416,1,3,3,3,0,2,3,0
Y1050416,2,3,3,3,0,2,3,0
Y1050416,3,3,3,3,0,2,3,0
Y1050417,1,3,3,3,0,2,3,0
Y1050417,2,3,3,3,0,1,3,0
Y1050417,3,3,3,3,0,2,3,0
Y1050418,1,3,3,3,0,2,3,0
Y1050418,2,3,3,3,0,1,3,0
Y1050418,3,1,1,1,0,1,1,0
Y1050420,1,3,3,3,0,2,3,0
Y1050420,2,3,3,3,0,3,3,0
Y1050420,3,3,3,3,0,2,3,0
Y1050421,1,3,3,3,0,1,3,0
Y1050421,2,3,3,3,0,3,3,0
Y1050421,3,3,3,3,0,1,3,0
Y1050423,1,3,3,3,0,1,3,0
Y1050423,2,-1,-1,-1,-1,-1,-1,-1
Y1050423,3,-1,-1,-1,-1,-1,-1,-1
Y1050424,1,1,1,1,0,1,1,0
Y1050424,2,-1,-1,-1,-1,-1,-1,-1
Y1050424,3,-1,-1,-1,-1,-1,-1,-1
Y1050427,1,3,3,3,0,1,3,0
Y1050427,2,2,2,2,0,1,2,0
Y1050427,3,3,3,3,0,2,3,0
Y1050438,1,1,1,1,0,1,1,0
Y1050438,2,-1,-1,-1,-1,-1,-1,-1
Y1050438,3,3,3,3,0,1,3,0
Y1050440,1,3,3,3,0,1,3,0
Y1050440,2,1,1,1,0,1,1,0
Y1050440,3,-1,-1,-1,-1,-1,-1,-1
Y1050444,1,1,1,1,0,1,1,0
Y1050444,2,-1,-1,-1,-1,-1,-1,-1
Y1050444,3,1,1,1,0,1,1,0
Y1050448,1,1,1,1,0,1,1,0
Y1050448,2,-1,-1,-1,-1,-1,-1,-1
Y1050448,3,-1,-1,-1,-1,-1,-1,-1
Y1050450,1,1,1,1,0,1,1,0
Y1050450,2,-1,-1,-1,-1,-1,-1,-1
Y1050450,3,-1,-1,-1,-1,-1,-1,-1
Y1050453,1,1,1,1,0,1,1,0
Y1050453,2,-1,-1,-1,-1,-1,-1,-1
Y1050453,3,-1,-1,-1,-1,-1,-1,-1
Y1050454,1,3,3,3,0,1,3,0
Y1050454,2,3,3,3,0,2,3,0
Y1050454,3,3,3,3,0,1,3,0
Y9999984,1,3,3,3,0,2,3,0
Y9999984,2,-1,-1,-1,-1,-1,-1,-1
Y9999984,3,2,2,2,0,1,2,0
