username,num_days,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,3.0,3.0,100.5,279.5,1.0,22.5,22.5,1.0,15.5,15.5,0.0,0.0,0.0,5.0,4.0,1.0,0.7916666665,0.2083333335,11.030859501,6.5,1.0,0.25,5.0,1.0,0.0,0.0,1.5,0.375,0.5,0.125,8.0,1.9583333335,0.5,0.125,0.0,0.0,9.5,2.3333333335,1.0,0.25,10.5,2.5833333335,13.5,3.0833333335,0.0,0.0,15.5,3.5833333335,39.5,9.25,3.0,3.0,1.5,3.0,8.49,8.5,80.0
Y1050275,4.0,4.0,221.66666665,977.0,2.0,23.333333335,37.0,3.0,45.4,173.0,0.0,0.0,0.0,21.0,17.5,3.5,0.801470588,0.198529412,12.437353495,4.5,13.5,0.636029412,19.5,0.9080882355,1.5,0.044117647,16.0,0.805147059,43.0,1.551470588,52.5,1.6875,21.5,0.632352941,0.0,0.0,68.5,2.492647059,64.5,2.1838235295,133.0,4.676470588,90.0,3.125,1.5,0.044117647,154.0,5.676470588,378.5,13.522058825,1.5,1.5,0.5,1.5,5.0,7.5,20.0
Y1050276,2.0,2.0,254.0,672.0,1.0,79.0,79.0,1.0,15.5,31.0,0.0,0.0,0.0,8.0,4.5,3.5,0.28125,0.21875,1.649750103,3.0,1.0,0.0625,8.0,0.5,0.0,0.0,0.5,0.03125,1.5,0.09375,12.5,0.78125,4.0,0.25,0.0,0.0,13.0,0.8125,5.5,0.34375,18.5,1.15625,24.5,1.53125,0.0,0.0,26.5,1.65625,69.5,4.34375,3.0,3.0,2.0,3.0,5.84375,5.0,40.0
Y1050277,1.5,1.5,358.66666665,1076.0,1.5,20.833333335,62.5,1.5,58.16666665,174.5,0.0,0.0,0.0,12.0,12.0,0.0,0.5,0.0,6.115136335,2.5,8.0,0.3333333335,12.0,0.5,2.0,0.0833333335,12.0,0.5,27.5,1.1458333335,89.0,3.7083333335,20.5,0.8541666665,0.0,0.0,101.0,4.2083333335,48.0,2.0,149.0,6.208333335,119.5,4.9791666665,2.0,0.0833333335,161.0,6.708333335,431.5,17.979166665,0.0,0.0,0.0,0.0,0.0,3.0,10.0
Y1050278,3.0,3.0,121.5,387.0,2.0,26.166666665,48.5,2.0,6.3333333335,15.0,0.0,0.0,0.0,7.0,6.0,1.0,0.9,0.1,10.0606767735,6.0,1.0,0.1,5.0,0.65,2.5,0.4,2.5,0.25,2.0,0.2,1.0,0.1,1.0,0.1,0.0,0.0,3.5,0.35,3.0,0.3,6.5,0.65,6.5,0.8,2.5,0.4,13.5,1.65,29.0,3.5,3.0,3.0,2.0,3.0,7.51125,6.0,54.0
Y1050279,5.0,5.0,520.375,2602.0,5.0,37.458333335,179.0,4.0,54.733333335,233.0,0.0,0.0,0.0,18.0,14.0,4.0,0.7532467535,0.2467532465,7.4739717005,2.0,10.5,0.581168831,17.5,0.9642857145,1.5,0.081168831,18.0,0.883116883,25.0,1.331168831,117.0,5.9805194805,32.0,1.7532467535,0.0,0.0,135.0,6.8636363635,57.0,3.0844155845,192.0,9.948051947,163.0,8.5259740265,1.5,0.081168831,210.0,10.948051947,566.5,29.50324675,3.0,3.0,2.5,3.0,9.21875,7.0,70.0
Y1050280,3.0,3.0,45.66666667,137.0,0.0,0.0,0.0,1.5,11.5,19.0,0.0,0.0,0.0,4.0,3.5,0.5,0.9166666665,0.0833333335,3.72802669,2.5,0.5,0.0833333335,3.0,0.8333333335,2.0,0.6666666665,0.0,0.0,0.5,0.0833333335,9.5,2.4166666665,3.0,0.5,0.0,0.0,9.5,2.4166666665,3.5,0.5833333335,13.0,3.0,14.5,3.25,2.0,0.6666666665,17.0,4.0,46.5,10.916666665,1.0,1.0,1.0,1.0,0.875,3.0,10.0
Y1050281,1.0,1.0,129.0,129.0,0.5,4.0,4.0,0.5,20.0,20.0,0.0,0.0,0.0,1.5,0.5,1.0,0.1666666665,0.3333333335,6.1060995,0.5,1.5,0.5,1.5,0.5,0.5,0.1666666665,1.5,0.5,2.0,0.6666666665,12.5,4.1666666665,1.0,0.3333333335,0.0,0.0,14.0,4.6666666665,3.0,1.0,17.0,5.666666665,14.5,4.8333333335,0.5,0.1666666665,18.5,6.166666665,50.5,16.833333335,0.0,0.0,0.0,0.0,0.0,3.0,10.0
Y1050282,2.5,2.5,216.66666665,524.5,2.0,13.75,27.5,2.5,33.416666665,82.0,0.0,0.0,0.0,6.0,4.5,1.5,0.625,0.375,7.377665659,2.0,3.0,0.5,5.0,0.8125,2.0,0.3125,10.5,2.5,5.0,0.6875,16.5,2.5625,2.5,0.375,0.0,0.0,27.0,5.0625,7.5,1.0625,34.5,6.125,22.0,3.4375,2.0,0.3125,40.5,7.125,99.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0
Y1050283,2.0,2.0,184.5,369.0,1.0,19.25,38.5,1.0,17.25,34.5,0.0,0.0,0.0,5.0,1.0,4.0,0.1,0.4,3.5987127845,1.0,2.0,0.2,5.0,0.5,0.5,0.05,7.5,0.75,11.0,1.1,4.5,0.45,1.0,0.1,0.0,0.0,12.0,1.2,12.0,1.2,24.0,2.4,10.0,1.0,0.5,0.05,29.0,2.9,63.5,6.35,0.5,0.5,0.5,0.5,0.75,3.0,20.0
