features_begin_index,features_mid_index,leaf_node_num,tn,fp,fn,tp,acc
1,1,3,3,8,3,23,0.7027027027027027
1,2,3,3,8,3,23,0.7027027027027027
1,3,3,9,2,4,22,0.8378378378378378
1,4,3,9,2,4,22,0.8378378378378378
2,2,3,3,8,3,23,0.7027027027027027
2,3,3,9,2,4,22,0.8378378378378378
2,4,3,9,2,4,22,0.8378378378378378
3,3,3,8,3,4,22,0.8108108108108109
3,4,3,7,4,1,25,0.8648648648648649
4,4,3,9,2,1,25,0.918918918918919
1,1,4,3,8,3,23,0.7027027027027027
1,2,4,3,8,3,23,0.7027027027027027
1,3,4,9,2,4,22,0.8378378378378378
1,4,4,9,2,4,22,0.8378378378378378
2,2,4,3,8,3,23,0.7027027027027027
2,3,4,9,2,4,22,0.8378378378378378
2,4,4,9,2,4,22,0.8378378378378378
3,3,4,7,4,3,23,0.8108108108108109
3,4,4,7,4,3,23,0.8108108108108109
4,4,4,9,2,5,21,0.8108108108108109
1,1,5,3,8,3,23,0.7027027027027027
1,2,5,3,8,3,23,0.7027027027027027
1,3,5,4,7,1,25,0.7837837837837838
1,4,5,11,0,6,20,0.8378378378378378
2,2,5,3,8,3,23,0.7027027027027027
2,3,5,4,7,1,25,0.7837837837837838
2,4,5,11,0,6,20,0.8378378378378378
3,3,5,4,7,1,25,0.7837837837837838
3,4,5,11,0,6,20,0.8378378378378378
4,4,5,7,4,3,23,0.8108108108108109
1,1,6,3,8,3,23,0.7027027027027027
1,2,6,3,8,3,23,0.7027027027027027
1,3,6,4,7,2,24,0.7567567567567568
1,4,6,11,0,6,20,0.8378378378378378
2,2,6,3,8,3,23,0.7027027027027027
2,3,6,4,7,2,24,0.7567567567567568
2,4,6,11,0,6,20,0.8378378378378378
3,3,6,4,7,2,24,0.7567567567567568
3,4,6,11,0,6,20,0.8378378378378378
4,4,6,7,4,3,23,0.8108108108108109
1,1,7,0,11,0,26,0.7027027027027027
1,2,7,0,11,0,26,0.7027027027027027
1,3,7,5,6,3,23,0.7567567567567568
1,4,7,11,0,6,20,0.8378378378378378
2,2,7,0,11,0,26,0.7027027027027027
2,3,7,5,6,3,23,0.7567567567567568
2,4,7,11,0,6,20,0.8378378378378378
3,3,7,5,6,3,23,0.7567567567567568
3,4,7,11,0,6,20,0.8378378378378378
4,4,7,7,4,3,23,0.8108108108108109
1,1,8,0,11,0,26,0.7027027027027027
1,2,8,0,11,0,26,0.7027027027027027
1,3,8,8,3,7,19,0.7297297297297297
1,4,8,7,4,3,23,0.8108108108108109
2,2,8,0,11,0,26,0.7027027027027027
2,3,8,8,3,7,19,0.7297297297297297
2,4,8,7,4,3,23,0.8108108108108109
3,3,8,8,3,7,19,0.7297297297297297
3,4,8,7,4,3,23,0.8108108108108109
4,4,8,7,4,3,23,0.8108108108108109
1,1,9,0,11,0,26,0.7027027027027027
1,2,9,0,11,0,26,0.7027027027027027
1,3,9,8,3,7,19,0.7297297297297297
1,4,9,7,4,3,23,0.8108108108108109
2,2,9,0,11,0,26,0.7027027027027027
2,3,9,8,3,7,19,0.7297297297297297
2,4,9,7,4,3,23,0.8108108108108109
3,3,9,8,3,7,19,0.7297297297297297
3,4,9,7,4,3,23,0.8108108108108109
4,4,9,7,4,3,23,0.8108108108108109
