username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,2.66666666667,295.916666667,675.0,1.33333333333,23.5,29.3333333333,2.33333333333,46.2222222233,110.666666667,0.0,17.0,12.6666666667,4.33333333333,0.733044733,0.266955267,4.417067106,2.66666666667,7.0,0.448773448667,16.6666666667,0.98989899,0.333333333333,0.01010101,19.6666666667,1.865800866,14.0,0.917748917333,50.0,2.24242424233,5.0,0.26984127,0.0,0.0,69.6666666667,4.10822510833,19.0,1.18759018733,88.6666666667,5.29581529567,70.6666666667,3.41414141433,0.333333333333,0.01010101,105.666666667,6.29581529567,265.333333333,15.0158730133,1.33333333333,1.33333333333,0.666666666667,1.33333333333,8.285714286,6.933333333,80.0
Y1050275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Y1050276,3.0,223.044444433,756.333333333,2.66666666667,32.4666666667,98.3333333333,2.33333333333,11.2666666667,37.6666666667,0.0,10.3333333333,7.66666666667,2.66666666667,0.795555555667,0.204444444333,1.86509184367,4.33333333333,2.66666666667,0.106666666667,9.66666666667,0.875555555667,1.0,0.137777777667,2.66666666667,0.106666666667,3.66666666667,0.146666666667,9.0,0.653333333333,9.33333333333,0.764444444667,0.0,0.0,11.6666666667,0.76,13.0,0.911111111333,24.6666666667,1.671111111,27.6666666667,2.28,1.0,0.137777777667,35.0,2.671111111,88.3333333333,6.76,1.33333333333,1.33333333333,0.666666666667,1.33333333333,8.19,1.333333333,40.0
Y1050277,0.666666666667,210.666666667,210.666666667,0.0,0.0,0.0,0.666666666667,2.66666666667,2.66666666667,0.0,1.66666666667,0.0,1.66666666667,0.0,0.666666666667,9.71975559333,2.66666666667,0.0,0.0,1.66666666667,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66666666667,0.666666666667,0.0,0.0,1.66666666667,0.666666666667,3.33333333333,1.33333333333,0.0,0.0,0.0,0.0,0.0,2.0,10.0
Y1050278,4.66666666667,438.166666667,1537.66666667,2.33333333333,70.8055555667,223.0,2.66666666667,6.83333333333,27.3333333333,0.0,4.66666666667,2.0,2.66666666667,0.251851852,0.414814814667,8.26620965,0.666666666667,3.0,0.451851852,4.0,0.533333333333,0.0,0.0,0.333333333333,0.037037037,6.0,0.755555555667,9.0,1.11851851867,2.66666666667,0.325925926,0.0,0.0,9.33333333333,1.15555555567,8.66666666667,1.08148148133,18.0,2.237037037,14.6666666667,1.80740740733,0.0,0.0,22.6666666667,2.90370370367,55.3333333333,6.94814814667,1.33333333333,1.33333333333,0.666666666667,1.33333333333,8.0,5.0,54.0
Y1050279,4.33333333333,335.916666667,1460.33333333,4.0,28.8333333333,115.333333333,3.33333333333,47.4444444467,156.333333333,0.333333333333,10.3333333333,8.66666666667,1.66666666667,0.863247863333,0.136752136667,6.666646012,2.0,4.66666666667,0.465811966,10.3333333333,1.0,0.666666666667,0.111111111,6.66666666667,0.722222222333,10.3333333333,0.991452991333,71.6666666667,7.48931624067,38.3333333333,3.57051282067,0.333333333333,0.0555555556667,78.3333333333,8.21153846267,49.0,4.61752136733,127.333333333,12.82905983,119.0,11.9230769233,0.666666666667,0.111111111,137.666666667,13.82905983,384.666666667,38.6923076933,1.0,1.0,0.333333333333,1.0,8.142857143,5.333333333,70.0
Y1050280,2.0,36.8333333333,79.0,0.333333333333,0.333333333333,0.333333333333,1.66666666667,5.22222222233,11.0,0.0,3.33333333333,1.66666666667,1.66666666667,0.666666666667,0.333333333333,5.73083982533,2.66666666667,0.666666666667,0.111111111,3.33333333333,1.0,0.333333333333,0.0555555556667,1.66666666667,0.277777777667,0.666666666667,0.111111111,2.33333333333,0.555555555667,1.0,0.166666666667,0.0,0.0,4.0,0.833333333333,1.66666666667,0.277777777667,5.66666666667,1.111111111,6.33333333333,1.66666666667,0.333333333333,0.0555555556667,9.0,2.111111111,21.3333333333,4.94444444433,0.0,0.0,0.0,0.0,0.0,0.9,10.0
Y1050281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Y1050282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Y1050283,1.33333333333,21.4444444433,33.0,0.0,0.0,0.0,1.0,2.33333333333,4.0,0.0,1.0,0.666666666667,0.333333333333,0.5,0.166666666667,0.701607324,2.0,0.666666666667,0.333333333333,0.666666666667,0.5,0.0,0.0,1.66666666667,0.833333333333,0.333333333333,0.166666666667,0.0,0.0,0.666666666667,0.5,0.0,0.0,1.66666666667,0.833333333333,1.0,0.666666666667,2.66666666667,1.5,1.33333333333,1.0,0.0,0.0,3.66666666667,2.16666666667,7.66666666667,4.66666666667,0.0,0.0,0.0,0.0,0.0,4.9,20.0
Y1050284,1.33333333333,76.3333333333,95.0,0.0,0.0,0.0,0.666666666667,20.3333333333,20.3333333333,0.0,1.33333333333,0.333333333333,1.0,0.166666666667,0.5,0.509055957,2.0,1.0,0.5,1.33333333333,0.666666666667,0.0,0.0,0.666666666667,0.333333333333,0.333333333333,0.166666666667,12.6666666667,6.33333333333,2.66666666667,1.33333333333,0.0,0.0,13.3333333333,6.66666666667,3.0,1.5,16.3333333333,8.16666666667,16.3333333333,8.16666666667,0.0,0.0,17.6666666667,8.83333333333,50.3333333333,25.1666666667,0.0,0.0,0.0,0.0,0.0,2.0,30.0
Y1050285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050286,4.0,321.533333333,1238.66666667,2.66666666667,24.88888889,55.6666666667,3.33333333333,79.25,258.666666667,0.0,10.6666666667,9.0,1.66666666667,0.814814814667,0.185185185333,1.27543694267,2.0,5.33333333333,0.435729847667,10.6666666667,1.0,1.33333333333,0.114379085,17.6666666667,1.38779956433,8.0,0.679738562,103.333333333,10.106753814,12.3333333333,1.13289760333,0.333333333333,0.019607843,121.0,11.4945533767,20.6666666667,1.832244009,141.666666667,13.3267973833,124.0,12.0315904133,1.33333333333,0.114379085,152.333333333,14.3267973833,419.333333333,39.79956427,1.33333333333,1.33333333333,0.666666666667,1.33333333333,4.428571429,8.5,72.0
Y1050287,2.0,265.5,531.0,2.0,12.5,25.0,2.0,39.6666666667,79.3333333333,0.0,11.3333333333,8.66666666667,2.66666666667,0.733082706667,0.266917293333,4.87227999133,2.33333333333,8.33333333333,0.727756892,9.66666666667,0.864035087667,2.33333333333,0.152882205667,4.33333333333,0.505012531333,21.3333333333,1.53226817033,25.6666666667,2.73558897267,8.0,0.800438596333,0.0,0.0,30.0,3.24060150367,29.3333333333,2.332706767,59.3333333333,5.57330827067,40.6666666667,4.20551378467,2.33333333333,0.152882205667,70.6666666667,6.57330827067,173.0,16.5050125333,0.0,0.0,0.0,0.0,0.0,7.0,50.0
Y1050288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050289,3.66666666667,338.25,1266.33333333,1.33333333333,18.5,30.0,3.0,90.1388889,276.333333333,0.0,10.6666666667,4.66666666667,6.0,0.450216450333,0.549783549667,1.29602341133,3.0,10.0,0.928571428667,10.0,0.922077922,0.333333333333,0.0303030303333,41.0,3.82251082267,87.3333333333,7.70562770733,76.0,7.03896103867,31.3333333333,2.748917749,0.333333333333,0.0303030303333,117.0,10.8614718623,119.0,10.4848484847,236.0,21.3463203467,116.0,10.5952380953,0.333333333333,0.0303030303333,246.666666667,22.3463203467,599.0,54.3181818167,0.0,0.0,0.0,0.0,0.0,8.866666667,60.0
Y1050290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050291,1.0,82.1666666667,92.0,0.666666666667,13.3333333333,13.3333333333,0.333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.333333333333,0.0,2.54874506567,1.33333333333,0.0,0.0,0.333333333333,0.111111111,0.666666666667,0.222222222333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.111111111,0.666666666667,0.222222222333,1.0,0.333333333333,2.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,4.733333333,40.0
