username,active_num_days,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,video_pause_backward_seek_sum,video_pause_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,2.0,213.85416665833336,427.08333333333326,10.597222221666668,23.58333333333333,1.8333333333333333,9.25,0.0,0.0,0.0,0.0,9.941666666666668,7.916666666666668,61.0
102602012,0.25,1.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.57
103602527,2.083333333333333,208.777777775,553.25,14.305555555583332,19.666666666666668,0.6666666666666666,10.583333333333334,0.0,0.0,0.0,0.0,9.452777777833331,7.9722222223333326,47.15
104602001,1.75,109.2625,274.6666666666667,4.708333333333333,8.416666666666666,0.75,8.833333333333334,2.1666666666666665,1.0833333333333333,0.6666666666666666,1.1666666666666667,9.486111111333337,8.749999999833332,58.21
104602002,1.8333333333333333,104.71527778333332,321.9166666666667,7.25,17.5,0.75,11.25,2.9166666666666665,1.5833333333333333,1.0,1.9166666666666667,9.611111111166668,8.152777777666666,69.33
104602003,2.083333333333333,156.77083333333334,397.16666666666674,7.416666666666668,15.75,2.25,15.333333333333336,2.6666666666666665,1.4166666666666667,0.9166666666666666,1.4166666666666667,9.527777777666666,6.944444444666668,55.3
104602005,2.1666666666666665,168.80555555833334,390.0,16.041666666666668,27.33333333333333,1.0833333333333333,10.166666666666666,6.166666666666668,1.8333333333333333,1.1666666666666667,2.25,9.8333333335,9.1666666665,74.12
104602006,1.6666666666666667,86.74305555000002,231.25,3.5416666666666665,7.083333333333332,1.0833333333333333,9.583333333333334,3.4166666666666665,1.3333333333333333,1.0833333333333333,1.6666666666666667,9.763888888833334,6.583333333166666,61.13
104602007,2.4166666666666665,177.67499999999995,673.5,3.5722222225,14.5,2.9166666666666665,25.16666666666667,2.75,1.5833333333333333,1.3333333333333333,2.0,9.625000000166668,9.722222222333334,85.72
104602008,1.5,46.61388888916667,174.25,6.916666666666668,6.916666666666668,0.5833333333333334,4.833333333333333,3.1666666666666665,1.25,0.75,1.3333333333333333,9.855555555666664,9.236111111333337,72.53
104602009,0.5,112.80555555833332,180.25,10.291666666666666,13.583333333333336,0.0,1.0833333333333333,3.583333333333333,1.4166666666666667,0.9166666666666666,1.5833333333333333,9.730555555666669,9.638888888666663,79.78
104602010,1.5,144.56944444416666,422.25,10.208333333333334,13.333333333333336,1.0833333333333333,9.75,3.333333333333333,1.4166666666666667,1.0,1.5,9.988888889000002,9.9444444445,76.68
104602011,2.9166666666666665,122.88670635,395.75,10.85,19.666666666666668,1.5,16.083333333333332,3.4166666666666665,1.3333333333333333,1.0833333333333333,1.4166666666666667,9.750000000166668,8.833333333166664,70.97
104602012,3.333333333333333,181.96527777525,606.75,12.006944444166667,23.5,4.0,30.66666666666667,5.0,1.5833333333333333,1.0833333333333333,2.0,9.833333333166664,8.6944444445,88.14
104602013,1.5,107.527777775,306.5,5.625,8.25,2.333333333333333,15.416666666666664,2.833333333333333,1.4166666666666667,0.9166666666666666,1.5,9.863888888999998,8.750000000166668,66.43
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.25,0.16666666666666666,0.25,7.819444444499999,3.4722222221666663,50.89
104602016,0.6666666666666666,16.444444444166667,35.083333333333336,0.0,0.0,0.0,1.75,2.4166666666666665,0.8333333333333334,0.75,0.9166666666666666,9.716666666833332,6.333333333333332,25.71
104602017,1.0,141.02083333333334,261.3333333333333,13.583333333333336,25.16666666666667,0.08333333333333333,5.416666666666668,3.6666666666666665,1.0833333333333333,0.5833333333333334,1.4166666666666667,9.513888889,8.75,52.83
104602018,1.5,91.97361110833332,324.9166666666667,9.138888889166667,17.916666666666668,0.16666666666666666,6.083333333333332,3.1666666666666665,1.1666666666666667,0.8333333333333334,1.5,9.58333333333333,7.555555555666668,54.02
104602019,3.0,103.72361110833332,439.0,13.6527777775,21.66666666666667,1.5,9.333333333333334,4.583333333333333,1.4166666666666667,0.9166666666666666,1.5,9.841666666666667,6.388888888666668,80.67
104602020,1.1666666666666667,83.01944444166666,216.25,15.958333333333336,18.25,0.0,0.3333333333333333,2.6666666666666665,1.0833333333333333,0.75,1.0833333333333333,9.4166666665,9.111111111,77.99
104602021,1.9166666666666667,34.50972222225,138.0,3.4166666666666665,6.833333333333332,0.25,2.1666666666666665,2.0,0.9166666666666666,0.5,0.9166666666666666,9.344444444333334,6.25,80.61
