username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
Y1050274,2.5,250.5,508.5,1.5,30.41666667,42.75,1.5,24.83333333,38.0,0.0,8.25,6.5,1.75,0.777529762,0.22247023800000001,7.912424553999999,5.0,3.5,0.352678572,8.25,1.0,0.0,0.0,11.75,1.316964286,3.75,0.36160714299999996,10.5,1.5260416669999999,2.25,0.207589286,0.0,0.0,22.25,2.843005953,6.0,0.569196429,28.25,3.412202381,20.75,2.697916667,0.0,0.0,36.5,4.412202381,85.5,10.52232143,2.25,2.25,1.0,2.25,8.744285714,6.5,1,80
Y1050275,2.0,110.83333329999999,488.5,1.0,11.66666667,18.5,1.5,22.7,86.5,0.0,10.5,8.75,1.75,0.40073529399999996,0.099264706,6.218676747999999,2.25,6.75,0.31801470600000004,9.75,0.454044118,0.75,0.022058823999999998,8.0,0.40257353,21.5,0.7757352940000001,26.25,0.84375,10.75,0.316176471,0.0,0.0,34.25,1.24632353,32.25,1.091911765,66.5,2.338235294,45.0,1.5625,0.75,0.022058823999999998,77.0,2.838235294,189.25,6.761029412999999,0.75,0.75,0.25,0.75,2.857142857,3.75,0,20
Y1050276,1.75,296.375,621.75,1.0,72.75,72.75,1.0,35.0,42.75,0.0,8.0,5.75,2.25,0.602163462,0.14783653900000002,2.010076299,5.0,1.0,0.069711539,7.5,0.647435898,0.5,0.102564103,1.0,0.073317308,1.75,0.12379807699999999,25.0,1.961137821,4.0,0.407051282,0.0,0.0,26.0,2.0344551280000003,5.75,0.530849359,31.75,2.5653044869999997,36.5,3.015625,0.5,0.102564103,39.75,3.3153044869999997,108.5,8.998798078,2.25,2.25,1.5,2.25,7.089285714,3.75,0,40
Y1050277,1.0,302.8333333,661.5,0.75,10.41666667,31.25,1.0,30.58333333,88.75,0.0,6.75,6.0,0.75,0.25,0.25,6.5625318429999995,2.0,4.0,0.166666667,6.75,0.5,1.0,0.041666667000000004,6.0,0.25,13.75,0.572916667,44.5,1.8541666669999999,10.25,0.42708333299999995,0.0,0.0,50.5,2.104166667,24.0,1.0,74.5,3.104166668,60.5,2.739583333,1.0,0.041666667000000004,81.25,3.604166668,217.25,9.489583332999999,0.0,0.0,0.0,0.0,0.0,1.5,0,10
Y1050278,3.25,135.125,383.5,1.25,18.33333333,29.5,2.25,7.166666667,14.5,0.0,6.25,4.0,2.25,0.625,0.375,10.30703306,5.0,2.0,0.333333333,4.75,0.725,1.5,0.241666667,1.25,0.125,2.5,0.375,2.0,0.333333333,1.0,0.141666667,0.0,0.0,3.25,0.45833333299999995,3.5,0.5166666670000001,6.75,0.975,6.75,1.033333333,1.5,0.241666667,13.0,1.975,28.0,4.225,2.25,2.25,1.75,2.25,6.863571428999999,4.5,0,54
Y1050279,4.5,445.8125,2043.5,4.5,35.97916667,158.5,3.5,51.61666667,186.0,0.0,15.5,12.5,3.0,0.7997003,0.2002997,8.062458153,1.75,6.75,0.40596903100000004,15.25,0.982142857,1.0,0.059815185,10.0,0.518481519,13.75,0.761738262,99.5,6.144105894,31.5,2.068931069,0.25,0.019230768999999998,109.5,6.662587413,45.5,2.8499001,155.0,9.512487511,143.75,9.051448552,1.0,0.059815185,170.5,10.51248751,470.25,29.13623876,2.25,2.25,2.0,2.25,9.553571429,6.25,1,70
Y1050280,2.25,77.95833333,133.25,0.25,6.5,6.5,1.25,8.75,12.5,0.0,3.5,3.0,0.5,0.875,0.125,2.22097935,2.75,0.25,0.041666667000000004,3.0,0.916666667,1.25,0.41666666700000005,0.0,0.0,0.25,0.041666667000000004,5.5,1.4583333330000001,1.75,0.333333333,0.0,0.0,5.5,1.4583333330000001,2.0,0.375,7.5,1.8333333330000001,9.5,2.375,1.25,0.41666666700000005,11.0,2.833333333,29.25,7.458333333,0.5,0.5,0.5,0.5,0.5,2.0,0,10
Y1050281,0.5,64.5,64.5,0.25,2.0,2.0,0.25,10.0,10.0,0.0,0.75,0.25,0.5,0.083333333,0.166666667,3.05304975,0.25,0.75,0.25,0.75,0.25,0.25,0.083333333,0.75,0.25,1.0,0.333333333,6.25,2.083333333,0.5,0.166666667,0.0,0.0,7.0,2.333333333,1.5,0.5,8.5,2.833333333,7.25,2.416666667,0.25,0.083333333,9.25,3.083333333,25.25,8.416666668,0.0,0.0,0.0,0.0,0.0,1.5,0,10
Y1050282,1.5,139.58333330000002,293.5,1.25,10.625,17.5,1.5,17.70833333,42.0,0.0,3.75,2.75,1.0,0.47916666700000005,0.270833333,3.7353617789999998,1.75,1.75,0.333333333,3.0,0.572916667,1.0,0.15625,5.25,1.25,2.5,0.34375,8.25,1.28125,1.25,0.1875,0.0,0.0,13.5,2.53125,3.75,0.53125,17.25,3.0625,11.5,1.8854166669999999,1.0,0.15625,21.0,3.8125,50.75,8.916666667000001,0.0,0.0,0.0,0.0,0.0,3.0,0,10
Y1050283,1.75,133.25,254.75,0.75,13.375,23.0,1.25,12.25,24.0,0.0,4.0,1.5,2.5,0.45,0.3,3.933433669,1.75,1.75,0.25,3.75,0.7,0.5,0.075,4.5,0.525,6.25,0.7,3.5,0.475,1.75,0.5,0.25,0.05,8.0,1.0,8.25,1.25,16.25,2.25,8.5,1.6,0.5,0.075,20.25,3.0,45.5,6.925,0.25,0.25,0.25,0.25,0.428571429,3.25,0,20
Y1050284,3.0,105.35,256.75,0.25,5.25,5.25,2.5,13.41666667,22.75,0.0,4.5,0.75,3.75,0.19642857100000002,0.8035714290000001,7.251585025,2.0,1.25,0.37142857100000004,4.25,0.95,0.25,0.035714286,1.0,0.14285714300000002,1.75,0.33928571399999996,10.25,3.498214286,2.5,0.982142857,0.0,0.0,11.25,3.6410714289999997,4.25,1.321428572,15.5,4.9625,16.5,5.269642857,0.25,0.035714286,20.0,5.9625,52.25,16.23035714,0.0,0.0,0.0,0.0,0.0,4.5,0,30
Y1050286,3.5,222.4666667,829.5,2.0,20.41666667,42.5,3.0,50.85416667,159.0,0.0,8.75,8.0,0.75,0.925,0.075,3.4802774260000002,2.5,4.5,0.39375,8.75,1.0,1.5,0.204166667,10.25,0.78125,8.75,0.627083333,72.75,8.845833333,9.5,0.995833333,0.5,0.047916667,83.0,9.627083335,18.75,1.670833333,101.75,11.29791667,89.5,10.62708333,1.5,0.204166667,110.75,12.31458333,303.5,34.44375,1.25,1.25,1.0,1.25,3.8335714289999996,6.75,1,72
Y1050287,3.0,199.0625,591.5,1.75,18.75,33.75,2.5,32.125,80.75,0.0,10.25,8.0,2.25,0.815934066,0.184065934,4.801855738,2.5,6.5,0.601648352,9.0,0.891483516,2.25,0.22115384600000002,10.25,0.899725275,12.25,1.115384616,26.5,2.854395605,5.75,0.563186813,1.25,0.09478022,36.75,3.754120879,19.25,1.7733516480000002,56.0,5.527472528,39.25,4.1428571430000005,2.5,0.24038461600000002,66.5,6.563186813,164.25,16.4739011,0.0,0.0,0.0,0.0,0.0,7.5,0,50
